"","Point.d.�.chantillonnage","date","X.OD","O2..mg.L.","Conductivit�...µs.cm2.","pH","Temp�.rature..oC.","Signe.COLI","COLI","M�.U.0089.T�.U.0089.O","Ag..µg.L.","Al..µg.L.","As..µg.L.","Ba..µg.L.","Be..µg.L.","Ca..µg.L.","Cd..µg.L.","Co..µg.L.","COT..µg.L.","Cr..µg.L.","Cu..µg.L.","Fe..µg.L.","K..µg.L.","Mg..µg.L.","Mn..µg.L.","Mo..µg.L.","Na..µg.L.","NH3..µg.L.","Ni..µg.L.","Ptot..µg.L.","Pb..µg.L.","MES...mg.L.","Sb..µg.L.","Se..µg.L.","Sn2.ug.L","U..µg.L.","V..µg.L.","Zn..µg.L."
"855","DEN-0.8P1","2012-11-13",112,13.77,1014,8,6.5,"=",220,0,0.1,904.4,0.6,76.2,0.1,118772,0.1,0.8,4.8,1.9,2.602,1274.2,9612,29540,68.7,3.8,53680,67,2.9,53,0.9,36,0.5,0.5,1,3.3,2.6,14.8
"856","DEN-2.6","2012-05-23",117,10.8,1459,8.1,19.2,"=",450,-1,0.1,97.3,0.3,51.5,0.1,100808,0.1,0.3,4.3,0.8,3.97,306.8,4330,25640,34.5,3.2,163598,20,2,31,0.5,3.8,0.5,0.5,1,1.2,0.8,18.6
"857","DEN-2.6","2012-06-12",NA,NA,1363,8.9,21.9,"=",2000,1,0.1,78,0.4,42.8,0.1,90680,0.1,0.2,4.9,0.3,3.52,240.6,4194,25280,9,9.3,NA,90.1,1.4,90,0.5,3.5,0.5,0.5,1,0.9,0.9,18.6
"858","DEN-2.6","2012-07-10",125,10.1,1402,8.5,25.2,"=",1200,1,0.1,49.5,0.5,49.5,0.1,98840,0.1,0.2,3.2,0.6,3.378,208.4,4276,25660,12.2,2.9,NA,20,1.5,118,0.4,2,0.5,0.5,1,0.9,1,12.7
"859","DEN-2.6","2012-08-07",106,8.91,1193,8.2,24.8,"=",2300,-2,0.1,38,0.4,42.9,0.1,81940,0.1,0.2,2.7,0.3,2.794,153.7,6174,18300,8.5,2.1,NA,20,1.1,30,0.4,1.8,0.5,0.5,1,0.6,1,7.5
"860","DEN-2.6","2012-09-17",120,10.84,784,8,21.1,"=",490,1,0.1,42,0.4,32.3,0.1,57600,0.1,0.1,2.8,0.4,2.632,163.2,2574,13132,7.9,2.4,66740,20,0.9,29,0.3,0.8,0.5,0.5,1,0.4,1.2,13.8
"861","DEN-2.6","2012-10-15",126,12.74,867,7.9,14.7,"=",5100,0,0.1,105.1,0.3,35.6,0.1,70800,0.1,0.2,4.7,0.8,4.652,263.6,3106,16400,14.6,2.5,75920,101.7,1.6,39,0.6,3.8,0.5,0.5,1,0.8,0.8,19.6
"862","DEN-2.6","2012-11-13",114,12.81,576,8.2,10.4,"=",16000,0,0.1,107.4,0.2,23.6,0.1,43860,0.1,0.2,5.3,1.1,5.74,224.8,1914.8,10188,15.4,5.3,48200,20,1.1,106,0.7,4.6,0.5,0.5,1,0.4,1,17
"863","DEN-3.2","2012-05-23",109,10.1,1370,8.3,18.1,"=",1300,-1,0.1,143.4,0.4,47,0.1,91840,0.1,0.6,4.3,0.8,6.04,354,3672,23400,27.6,2.8,NA,24,1.9,38,0.6,4.5,0.5,0.5,1,1,0.8,22.7
"864","DEN-3.2","2012-06-12",NA,NA,1489,8.4,20,"=",480,1,0.1,43.1,0.3,49.9,0.1,104196,0.1,0.2,3.7,0.3,2.968,310.6,4100,26680,22.3,8.5,154198,20,1.4,98,0.4,2.6,0.5,0.5,1,0.8,0.7,21.9
"865","DEN-3.2","2012-07-10",125,10,1474,8.1,24,"=",480,1,0.1,59.1,0.5,47.8,0.1,97520,0.1,0.2,2.9,0.5,3.97,369,4046,24760,22.3,2.3,NA,20,1.6,148,0.8,3,0.5,0.5,1,0.7,1,19.4
"866","DEN-3.2","2012-08-07",101,8.52,888,8.1,23.8,"=",910,-2,0.1,46.4,0.5,35.5,0.1,65700,0.1,0.1,2,0.4,2.764,217.2,5676,17178,13.8,1.7,86780,20,1.2,25,0.3,1.2,0.5,0.5,1,0.4,1.1,15.6
"867","DEN-3.2","2012-09-17",109,9.7,733,8.1,21,"=",530,1,0.1,54.8,0.4,28.8,0.1,52500,0.1,0.1,2.5,0.7,1.868,214.6,2224,11778,11.1,1.3,61740,20,0.9,64,0.4,1.7,0.5,0.5,1,0.3,1.2,24.2
"868","DEN-3.2","2012-11-13",106,11.62,593,8.1,11.4,"=",28000,0,0.1,97.8,0.3,24.4,0.1,42560,0.1,0.2,5.4,1,6.096,229.2,1762,9638,18.7,7.5,51180,31.5,1.5,120,0.7,5.2,0.5,0.5,1,0.3,1,18.6
"869","IDS-1","2012-05-16",130,13.5,535,8.3,20.2,"=",27,1,0.1,6.3,0.6,31.6,0.1,42600,0.1,0.1,5.6,0.5,0.587,63.5,2404,22220,11.9,1,38360,20,0.5,17,0.2,0.6,0.5,0.5,1,1,0.5,3
"870","IDS-1","2012-06-26",94,8,537,8.2,23.1,"<",10,-1,0.1,7.9,0.8,50.5,0.1,40460,0.1,0.1,5.6,0.3,0.5,28,2376,19014,7.8,1,33540,20,0.5,16,0.2,1,0.5,0.5,1,0.2,0.5,3.4
"871","IDS-1","2012-07-16",90,7,538,8,27.4,"=",520,0,0.1,24.6,0.8,49.3,0.1,41300,0.1,0.1,6.3,0.3,0.516,41.6,2572,18288,13.4,1,31680,20,0.5,21,0.2,1.9,0.5,0.5,1,0.2,0.3,6.5
"872","IDS-1","2012-08-29",54,4.44,553,8.7,21.9,"=",81,-2,0.1,19.4,0.9,48.1,0.1,51360,0.1,0.1,6.4,0.4,0.713,46.1,3308,19568,83.5,1,33020,30.9,0.5,25,0.2,2.6,0.5,0.5,1,0.3,0.6,9.3
"873","IDS-1","2012-09-25",83,8.26,508,8.2,15.6,"=",36,1,0.1,5.5,0.7,39.1,0.1,50240,0.1,0.1,5.8,0.3,0.5,32.6,3130,18450,19.8,1,30900,20,0.5,14,0.2,0.6,0.5,0.5,1,0.4,0.5,3
"874","IDS-1","2012-10-23",75,8.32,540,8.2,10.7,"<",10,1,0.1,7.2,0.7,55.9,0.1,54360,0.1,0.1,5.6,0.4,0.5,31.2,3598,18134,32.9,1,30060,25.1,0.5,16,0.2,1.4,0.5,0.5,1,0.6,0.3,3
"875","IDS-1","2012-11-06",91,11.5,592,9.1,5.3,"<",10,1,0.1,12.1,0.6,63.6,0.1,59000,0.1,0.1,5.7,0.4,0.5,48.4,4192,18934,21.5,1,30900,56.6,0.5,15,0.2,2.2,0.5,0.5,1,0.7,0.3,4
"876","IDS-2","2012-05-16",102,9.34,467,8.2,19.6,"<",10,1,0.1,17.8,0.8,41.3,0.1,62820,0.1,0.1,6.2,0.4,0.768,45,4612,14398,77.5,1,19632,20,0.6,25,0.2,1.3,0.5,0.5,1,0.5,0.7,7.8
"877","IDS-2","2012-06-26",89,7.7,466,8.2,22.9,"=",27,-1,0.1,33.5,1.3,41.2,0.1,50100,0.1,0.1,7.1,0.3,0.5,110.7,3854,13288,115.2,1,18418,20,0.6,42,0.4,4.4,0.5,0.5,1,0.4,1.2,4.9
"878","IDS-2","2012-07-16",126,9.7,404,8.8,28.5,"=",16,0,0.1,42.3,1.7,31.9,0.1,35720,0.1,0.1,8,0.3,0.913,90.2,4056,13760,79.5,1,19690,48.2,0.7,35,0.7,7.2,0.5,0.5,1,0.4,1.2,10.4
"879","IDS-2","2012-08-29",65,5.51,445,8.5,22.6,"=",63,-2,0.1,21.1,1.7,55.8,0.1,42600,0.1,0.1,7.5,0.3,0.5,74.2,4240,14352,324.2,1,20980,181,0.5,47,0.2,6,0.5,0.5,1,0.3,0.9,3
"880","IDS-2","2012-09-25",83,7.98,423,8.3,17,"=",27,1,0.1,37.8,1.5,42.5,0.1,45660,0.1,0.1,8.7,0.3,0.5,168.2,4974,15672,125.7,1,22880,132.1,0.5,92,0.5,12.6,0.5,0.5,1,0.4,1,3
"881","IDS-2","2012-10-23",95,10.16,461,8.2,11.2,"=",54,1,0.1,29.1,0.9,43.2,0.1,47860,0.1,0.1,8.3,0.3,0.5,144.2,4406,14248,69.6,1,20880,49.7,0.6,61,0.3,6.2,0.5,0.5,1,0.4,0.6,3
"882","IDS-2","2012-11-06",91,10.79,488,8.7,7.6,"<",10,1,0.1,28.3,0.8,47.1,0.1,54980,0.1,0.1,7.4,0.3,0.5,136.4,4708,14668,32.6,1,21500,20,0.7,56,0.3,4.9,0.5,0.5,1,0.5,0.6,3
"883","JAM-0.0","2012-05-29",92,9.41,619,8.2,14.3,"=",17000,0,0.1,527.4,0.7,31.4,0.1,44260,0.1,0.5,6.8,2.2,6.138,881,3678,10612,64.9,1.2,56760,389,2.1,97,2.5,20.4,0.5,0.5,1,0.3,2.1,40.8
"884","JAM-0.0","2012-06-19",116,11.3,2279,8.3,16.5,"=",2300,1,0.1,32.2,0.9,49.9,0.1,106740,0.1,0.1,6.6,0.3,2.768,116.4,5118,33900,5,1.6,294700,20,1.4,28,0.2,1.4,0.5,0.5,1,0.6,0.9,9.5
"885","JAM-0.0","2012-07-23",99,8.7,1907,8.2,21.4,"=",910,1,0.1,30,0.3,69.9,0.1,134864,0.1,0.1,2.3,0.3,2.732,119.1,5592,35680,7.1,2.1,204062,20,1.5,44,0.2,1.5,0.5,0.5,1,1.5,1,11.1
"886","JAM-0.0","2012-09-05",94,8.55,593,8.2,20.1,"=",21000,0,0.1,166.8,0.5,23,0.1,40480,0.1,0.1,6.6,1.2,18.266,213.8,2574,9770,10.1,1.1,57340,20,1.3,65,0.6,5.4,0.5,0.5,1,0.2,2.1,16
"887","JAM-0.0","2012-10-03",113,11.3,1554,8.2,15.1,"=",5700,-2,0.1,37.2,0.4,53.7,0.1,109472,0.1,0.1,2.5,0.6,4.046,114.5,4838,27020,5.8,2,170876,20,1.3,171,0.2,1.7,0.5,0.5,1,1.1,1.1,9.4
"888","JAM-0.0","2012-10-30",97,9.98,1600,8.1,13.7,"=",36000,0,0.1,716.2,0.5,63.2,0.1,96780,0.1,0.7,18.3,3.4,21.9,979.2,6644,23160,47.3,2.9,NA,141.6,3.1,128,3.1,24,1.789,0.5,1,0.8,2.5,64.4
"889","JAM-0.0","2012-11-20",101,12.59,2100,7.1,5.6,"=",2000,1,0.1,13.3,0.2,55,0.1,139100,0.1,0.1,2.4,0.5,1.46,98.6,5572,42380,4.6,1.6,236732,20,1.5,36,0.2,2.4,0.5,0.5,1,1.2,0.4,6.9
"890","JAM-1.3","2012-05-29",96,9.51,333,8.4,15.8,"=",730,0,0.1,138.9,0.5,26.9,0.1,37900,0.1,0.2,3.4,0.9,2.17,268,1437.2,6544,28,1,12930,157.8,0.9,37,0.5,6.9,0.5,0.5,1,0.1,1,12.9
"891","JAM-1.3","2012-06-19",106,10,1166,8.2,18.1,"=",200,1,0.1,182.3,0.4,72.2,0.1,115894,0.1,0.2,6.8,0.7,3.834,489.4,3430,21980,38,1,83860,20,1.6,48,0.8,11.6,0.5,0.5,1,0.9,1.1,13.1
"892","JAM-1.3","2012-07-23",89,7.74,1228,8.1,22.2,"=",170,1,0.1,28.8,0.2,72.3,0.1,118622,0.1,0.1,2.1,0.3,1.807,109.5,3264,23440,7.2,1,87540,20,1.1,19,0.2,1.6,0.5,0.5,1,1.1,0.8,7.8
"893","JAM-1.3","2012-09-05",90,8.12,418,8.2,20.1,"=",4400,0,0.1,1913.8,0.7,41.9,0.1,49600,0.1,0.8,3.8,3.9,4.562,1516.6,2646,9184,36.1,1.2,24520,20,3.3,71,1.3,36.6,0.5,0.6,1,0.3,3.7,11.9
"894","JAM-1.3","2012-10-03",113,11.3,893,8.2,15.3,"=",1000,-2,0.1,24.7,0.3,47.9,0.1,90520,0.1,0.1,2.2,0.4,1.729,116.8,2692,17012,4.5,1.1,67320,20,1,31,0.2,1.1,0.5,0.5,1,0.8,0.7,3.8
"895","JAM-1.3","2012-10-30",111,11.49,1022,8.2,13.6,"=",480,0,0.1,92.5,0.2,58.8,0.1,113142,0.1,0.1,4.3,0.6,5.03,240.6,3988,20160,17.4,1,80260,20,1.4,27,0.3,2.8,0.5,0.5,1,0.8,0.6,5.4
"896","JAM-1.3","2012-11-20",112,15.03,1055,7.3,2.8,"=",54,1,0.1,133.5,0.2,62.6,0.1,129126,0.1,0.2,2.3,1.5,3.54,345.8,3040,26720,18.9,1,54720,20,2.3,29,1.6,23.6,0.5,0.5,1,0.9,0.7,17.7
"897","LAF-1","2012-05-16",114,10.75,296,9,18.5,"=",27,1,0.1,12.5,0.7,26.3,0.1,34220,0.1,0.1,3.4,0.6,11.404,36.4,1693,8740,18.8,1.1,13596,20,0.6,15,0.2,1.4,0.5,0.5,1,0.4,0.5,4.5
"898","LAF-1","2012-06-26",85,7.2,316,8.1,23.2,"=",90,-1,0.1,20.6,1,29.3,0.1,33120,0.1,0.1,4.1,0.3,41.6,59.1,1903.4,8388,44,1,13400,20,0.5,46,0.2,3.6,0.5,0.5,1,0.2,0.6,6.1
"899","LAF-1","2012-07-16",108,8.4,302,8.8,28.1,"=",200,0,0.1,25.1,0.8,25.5,0.1,28980,0.1,0.1,3.8,0.3,10.116,36.5,1691.2,8826,16.9,1,14462,20,0.5,18,0.2,1.8,0.5,0.5,1,0.2,0.5,7.1
"900","LAF-1","2012-08-29",81,7.01,307,7.2,22.1,"=",260,-2,0.1,20.8,0.8,24.9,0.1,29080,0.1,0.1,3,0.3,6.488,34.9,1713.6,8942,25.3,1.2,14282,20,0.5,17,0.2,2.3,0.5,0.5,1,0.3,0.3,5.4
"901","LAF-1","2012-09-25",94,9.4,292,8.8,15.4,"=",230,1,0.1,24,0.7,23.6,0.1,32460,0.1,0.1,2.9,0.3,4.834,45.7,1718.2,9074,9.6,1.3,14016,20,0.5,16,0.2,3.4,0.5,0.5,1,0.3,0.4,3
"902","LAF-1","2012-10-23",100,11.21,295,8.6,10.4,"=",63,1,0.1,23.6,0.6,22.6,0.1,31000,0.1,0.1,3.3,0.4,5.084,32.7,1845,8322,5,1.1,12280,20,0.5,17,0.2,2.4,0.5,0.5,1,0.3,0.2,3
"903","MEA-0.4","2012-05-29",85,8.77,370,8.5,14,"=",4900,0,0.1,462.2,0.6,25.4,0.1,27980,0.1,0.5,6.8,2.1,5.84,676.6,1778.8,5682,50.3,1,28620,767.9,1.8,104,2.2,20.8,0.5,0.5,1,0.3,2.1,36.6
"904","MEA-0.4","2012-06-19",107,10.1,2532,8.1,18,"=",4000,1,0.1,29.9,0.3,73.6,0.1,128038,0.1,0.2,6.2,0.3,2.512,172.3,3978,35140,16.6,4.3,125494,88.9,2.3,62,0.3,5,0.838,0.5,1,1.7,0.7,10.8
"905","MEA-0.4","2012-07-23",126,10.8,1478,8.1,22.5,"=",450,1,0.1,38.4,0.7,69.7,0.1,127912,0.1,0.1,2.9,0.3,2.64,160.3,4358,35460,12.9,4.7,119934,20,2.5,49,0.3,1.9,0.5,1,1.1,1.8,0.8,10.8
"906","MEA-0.4","2012-09-05",83,7.6,603,8.1,19.4,"=",10000,0,0.1,98.2,0.5,36.7,0.1,60000,0.1,0.3,5.2,0.9,3.604,386.4,2500,13932,31,2.4,40040,29.9,2.7,47,0.4,15.4,0.5,0.5,1,0.6,1.3,7.1
"907","MEA-0.4","2012-10-03",112,11.1,1437,7.6,15.4,"=",6000,-2,0.1,119.3,0.4,71.4,0.1,142510,0.1,0.3,2.4,0.5,5.176,330.4,4564,35700,21.2,4.2,121616,20,3.7,54,0.9,8.7,0.5,0.5,1,1.8,1,11.4
"908","MEA-0.4","2012-10-30",65,6.69,1434,8,13.7,"=",13000,0,0.1,734.6,0.5,73.1,0.1,128644,0.1,0.6,7.5,1.9,4.556,882.6,5576,32640,49.9,4.1,127062,20,3.7,77,1.8,20,0.5,0.5,1,1.6,2.1,17.6
"909","MEA-0.4","2012-11-20",102,13.23,986,7.2,4.2,"=",27,1,0.1,77.4,0.2,44.6,0.1,90580,0.1,0.1,2.5,0.5,1.42,151.7,2920,23880,9.1,2.5,75820,20,1.6,29,0.3,3.2,0.5,0.5,1,1,0.5,4.8
"910","MON-0.0","2012-05-16",90,8.77,997,8.2,16.5,"=",210,1,0.1,158.6,0.8,45.6,0.1,72080,0.1,0.4,4.8,1.6,4.334,377.8,3164,13870,58.9,1.7,NA,221.2,1.9,310,0.8,10.9,0.5,0.5,1,0.6,1.9,16.8
"911","MON-0.0","2012-06-26",102,9.5,674,8,18.7,"=",290,-1,0.1,391.4,0.7,58.6,0.1,53340,0.1,0.5,5.9,3,8.294,739,3176,10930,53.6,1.7,60200,57,6.3,116,2.6,26.4,0.517,1.2,1,0.4,2.4,24.3
"912","MON-0.0","2012-07-16",80,5.8,750,8,23.5,"=",350,0,0.1,312,0.8,55.5,0.1,59960,0.1,0.4,4.1,2.3,4.232,623,3266,13576,44.4,1.9,65240,29.1,2.7,122,1.6,15.6,0.549,0.5,1,0.5,2,14.8
"913","MON-0.0","2012-08-29",89,8.5,721,8.5,17.3,"=",260,-2,0.1,108.3,0.6,48.1,0.1,57780,0.1,0.2,3.2,1.7,2.95,315.8,3356,14660,27.9,1.9,64960,20,2,73,0.6,6.8,0.5,0.5,1,0.5,1.2,6.2
"914","MON-0.0","2012-09-25",100,10.07,658,8.1,14.7,"=",54,1,0.1,72.3,0.5,52.5,0.1,62540,0.1,0.2,3.9,0.7,2.504,274.2,3578,12284,22.3,1.7,58380,20,0.9,46,0.4,3.6,0.532,0.7,1,0.4,1.2,7
"915","MON-0.0","2012-10-23",103,11.52,746,8.1,10.1,"=",72,1,0.1,98,0.5,50.5,0.1,67260,0.1,0.2,3.6,1.2,3.298,254,3466,14002,22.2,1.4,62760,20,1.7,43,0.5,4,0.5,4.2,1,0.7,0.8,10
"916","MON-0.0","2012-11-06",105,13.1,468,8.3,6,"=",27,1,0.1,159,0.5,42.6,0.1,40620,0.1,0.1,4.9,1.1,2.194,285.8,2286,8726,16.7,1.7,35240,31.5,1.1,36,0.3,3,0.5,1.7,1,0.4,0.7,5
"917","MON-2.8","2012-05-16",72,6.86,878,8.2,17.6,"=",310,1,0.1,123.3,1.3,40.2,0.1,59440,0.1,0.4,5,1.8,6.568,285.2,2738,11614,38.7,2,99200,20,1.7,360,1,10.7,0.592,1,1,0.5,1.4,21.4
"918","MON-2.8","2012-06-26",80,7.4,624,7.9,20.1,"=",290,-1,0.1,216,0.7,55.8,0.1,49960,0.1,0.4,6.5,1.1,8.216,451.4,3014,9808,52.1,1.7,55260,24.8,4.2,120,2.2,22.8,0.543,1.6,1,0.4,2.2,26
"919","MON-2.8","2012-07-16",97,7.7,634,8.1,26.6,"=",58,0,0.1,177.2,0.8,52.3,0.1,48960,0.1,0.3,4.2,1.9,4.734,315.8,2896,11666,30.2,1.9,55060,20,1.9,98,1.2,12.8,0.57,0.5,1,0.4,1.3,14.7
"920","MON-2.8","2012-08-29",103,8.99,626,8.4,22.2,"=",27,-2,0.1,140.8,0.7,55.9,0.1,49520,0.1,0.3,3.6,2.9,6.712,344.6,3074,13316,34,2.2,55640,20,1.6,112,1.2,19.8,0.503,0.5,1,0.5,1.2,9.3
"921","MON-2.8","2012-09-25",93,8.89,560,8.1,17.1,"=",170,1,0.1,142,0.6,59.1,0.1,51480,0.1,0.3,4.2,1.3,7.608,353.8,3364,10776,32.6,2,50680,20,1.4,74,1.3,13,0.608,0.8,1,0.4,1.5,14.7
"922","MON-2.8","2012-10-23",79,8.38,677,8,12.5,"=",600,1,0.1,217.2,0.6,48,0.1,60140,0.1,0.3,4.2,1.6,6.834,415,3446,13392,46.4,1.8,60780,97.8,1.8,65,1.1,15.8,0.5,4.2,1,0.7,1.2,12.7
"923","MON-2.8","2012-11-06",74,8.09,664,8.2,8.4,"=",18,1,0.1,109.8,0.5,71.8,0.1,57460,0.1,0.2,4.3,2.1,5.048,252.4,3414,12560,37.4,3,55240,113.5,1.5,96,0.7,8.2,0.5,3.5,1,0.5,1.1,10.4
"924","MON-4.0","2012-05-16",107,9.77,865,8.2,19.6,"<",10,1,0.1,72.9,0.9,55.1,0.1,65600,0.1,0.3,6.3,0.8,3.782,260.4,3358,15802,34,1.6,88180,20.2,2.1,64,0.8,8.8,0.572,0.5,1,0.8,1,14.3
"925","MON-4.0","2012-06-26",68,5.9,669,7.9,21.7,"=",560,-1,0.2,141.1,0.8,64.6,0.1,50600,0.1,0.5,7,0.9,7.94,529.6,3434,12276,68.3,2.2,58860,318.9,7.7,124,2.2,22.9,0.573,0.5,1,0.5,1.6,22.4
"926","MON-4.0","2012-07-16",120,9.6,805,8.5,26.9,"=",44,0,0.4,225.4,1.1,76,0.1,61220,0.1,0.5,5.9,1.2,6.32,669.2,3964,15400,59.5,2.1,71580,35.3,3.3,145,3,34,0.882,0.5,1,0.7,1.8,18.9
"927","MON-4.0","2012-08-29",96,8.18,483,8.6,23.6,"=",72,-2,0.2,250.8,0.8,80.4,0.1,47280,0.1,0.4,4.8,1.4,12.242,600.2,3022,9862,53,1.6,36720,20,4.9,136,3.4,35,1.158,0.5,1,0.5,2.2,21.8
"928","MON-4.0","2012-09-25",95,9.19,400,8.3,16.7,"=",90,1,0.2,152.3,0.6,55.7,0.1,45100,0.1,0.2,3.8,1.3,6.768,433.6,2638,8206,41.9,1.4,28480,20,1.7,75,2,18.6,0.678,0.5,1,0.4,1.4,18.5
"929","MON-4.0","2012-10-23",75,7.93,599,8.1,12.5,"=",1200,1,0.1,114.8,0.5,46.2,0.1,57160,0.1,0.3,3.3,0.9,4.256,366.2,3304,11930,52.8,1,46480,99.4,1.8,61,1,10,0.5,1.6,1,0.7,0.9,12.7
"930","MON-4.0","2012-11-06",78,9.01,578,8.4,8,"=",180,1,0.2,115.3,0.4,48.5,0.1,55480,0.1,0.2,4.1,0.6,3.722,371.8,3388,11136,48.9,1.1,41480,187.9,1.7,66,0.9,10,0.5,0.8,1,0.5,0.8,15.6
"931","MON-i","2012-05-16",74,8.11,771,8.3,12,"=",2600,1,0.1,192.7,0.6,31.6,0.1,55360,0.1,0.3,3,1.4,11.312,338.8,2022,9444,29.6,1.8,84640,54.6,1.4,135,1.2,11.7,0.5,0.5,1,0.4,1.2,20.5
"932","MON-i","2012-06-26",103,9.9,1038,8.3,16.8,"=",140,-1,0.1,309.2,1.1,48.5,0.1,53380,0.101,0.4,3.2,1.6,15.162,573,2914,52500,28.8,2,52700,74.7,2.8,175,3.5,16.6,0.667,1,1.3,0.5,1.7,30.4
"933","MON-i","2012-07-16",84,7.4,559,8,21.6,"=",900,0,0.1,402.6,0.7,36.8,0.1,48040,0.1,0.4,3.4,1.9,19.99,540,2266,11084,25,1.9,45180,43.9,1.7,156,2.1,18.8,0.5,0.5,1,0.4,1.7,34.9
"934","MON-i","2012-08-29",74,6.99,2017,8,18.4,"=",1200,-2,0.1,21.3,0.5,56.8,0.1,104888,0.1,0.3,2.4,24.3,14.488,152.5,8904,39560,38.6,2.5,260292,121.7,1.9,110,0.2,1.1,0.5,0.5,1,0.9,0.7,12.1
"935","MON-i","2012-09-25",83,7.59,701,7.9,19.6,"=",31000,1,0.1,23.6,0.6,38.7,0.1,60780,0.1,0.1,2.4,21.1,18.31,160.4,3174,15644,19.3,1.9,67340,45.8,0.5,149,0.2,1.8,0.5,0.5,1,0.6,0.6,5.8
"936","MON-i","2012-10-23",98,9.75,851,7.9,15.4,"=",1300,1,0.1,90.1,0.5,42.1,0.1,69220,0.1,0.8,3.1,15.4,13.27,293.2,3520,17616,27.7,6.2,78280,22.1,31,82,0.2,5.2,0.5,0.6,1,0.8,0.5,6.5
"937","MON-i","2012-11-06",95,9.61,704,8.3,14.8,"=",300,1,0.1,34.4,0.7,36.4,0.1,59180,0.1,0.1,2.7,16.1,17.042,153.6,2794,15478,17.1,1.7,58040,87.7,1,83,0.2,1.5,0.734,1.1,1.1,0.7,0.3,4.2
"938","PAP-1","2012-05-16",130,11.29,434,8.6,23,"<",10,1,0.1,44.5,1,27.4,0.1,35780,0.1,0.2,10.6,0.8,1.534,387.4,3138,19700,53.3,1,34080,20,1.1,176,0.2,3.9,0.5,0.5,1,1.1,2,13.1
"939","PAP-1","2012-06-26",52,4.8,395,7.8,19.3,"=",120,-1,0.1,72,1,24.5,0.1,28220,0.1,0.2,10.2,0.3,0.893,438.8,3258,16112,126.4,1,28200,71.4,0.8,188,0.2,4.3,0.5,0.5,1,0.4,0.9,5.6
"940","PAP-1","2012-07-16",34,2.8,447,7.5,24.1,"=",1200,0,0.1,83.2,1.4,43,0.1,41860,0.1,0.3,14.9,0.3,0.762,1001.8,3788,16260,1155.5,1,27000,341.6,0.8,358,0.2,7.4,0.5,0.5,1,0.2,0.7,8.4
"941","PAP-1","2012-08-29",35,3.24,411,7.8,19.3,"=",360,-2,0.1,20.4,1.8,39.7,0.1,42340,0.1,0.2,17,0.4,0.534,204.4,6240,14890,323.4,1,20100,310.7,0.7,262,0.2,7.6,0.5,0.5,1,0.2,0.9,3
"942","PAP-1","2012-10-23",79,8.94,435,7.9,9.9,"=",18,1,0.1,132.9,1.2,32.9,0.1,40240,0.1,0.2,14.3,0.4,1.722,359.8,7140,14506,60.1,1,22180,25,1.4,155,0.3,9.2,0.5,0.5,1,1.2,1.6,3.4
"943","PAP-1","2012-11-06",90,11.56,511,8.1,4.7,"<",10,1,0.1,57.1,1.1,34.1,0.1,47660,0.1,0.2,11.9,0.6,1.031,189.4,7234,17238,26.4,1,25120,314,1.3,113,0.2,4,0.5,0.5,1,1.7,1.4,3
"944","PAP-golf","2012-05-16",90,8.01,703,8.3,21,"=",72,1,0.1,75.8,0.9,30.7,0.1,69040,0.1,0.3,8.7,0.7,1.929,487.6,3792,32820,135.7,1,42500,62.1,2.4,109,0.2,3.1,0.5,0.5,1,3.6,1.3,3.6
"945","PAP-golf","2012-06-26",85,7.3,170,7.5,22.2,"=",400,-1,0.1,1256.8,0.9,37.4,0.1,16806,0.1,0.7,6.9,2.8,5.838,1551,1529.4,5136,64.6,1,8746,33.4,3.1,123,2.7,23.4,0.601,0.5,1,0.3,3.2,17.9
"946","PAP-golf","2012-10-23",69,7.53,598,7.8,9.4,"=",81,1,0.1,148.6,0.6,33.7,0.1,61520,0.1,0.2,9.7,0.4,2.29,253.6,4366,24840,38.6,1,31880,20,1.9,81,0.2,14.8,0.5,0.5,1,4.9,0.9,3
"947","PAP-golf","2012-11-06",87,11.41,726,8,3.3,"=",45,1,0.1,31.8,0.5,30.4,0.1,72100,0.1,0.2,8.4,0.5,1.912,223,3832,30280,46.2,1,37880,20,2.3,56,0.2,1,0.5,0.5,1,6,0.5,3
"948","PAQ-1","2012-05-23",93,8.3,381,8.5,20.4,"=",110,-1,0.1,115.3,0.8,20.9,0.1,23880,0.1,0.1,4.4,0.6,1.047,454.8,1800.4,4328,36.5,1,41400,20,0.5,31,0.2,5.4,0.5,0.5,1,0.1,0.8,7.9
"949","PAQ-1","2012-06-12",80,6.83,585,7.8,22.8,"=",320,1,0.1,104.2,2.5,30.8,0.1,30700,0.1,0.1,5.5,0.3,1.374,2616,2172,5012,104.5,1.1,73900,20,0.5,161,0.5,16.3,0.5,0.5,1,0.1,2.6,12.1
"950","PAQ-1","2012-07-10",70,6,483,8.3,22.2,"=",310,1,0.1,134.4,1.3,32.2,0.1,35240,0.1,0.1,5.3,0.4,1.032,848.2,1324.4,6946,82.5,1.2,45200,20,0.6,62,0.3,7.9,0.5,0.5,1,0.2,1,13.8
"951","PAQ-1","2012-08-07",82,7.18,448,8,22.4,"=",1200,-2,0.1,126.9,0.8,31.3,0.1,42100,0.1,0.1,4.9,0.3,1.097,373.6,1384.6,7850,20,1.5,27820,20,0.5,43,0.2,7,0.5,0.5,1,0.3,1,3.7
