Point d'échantillonnage,Date,%OD,O2 (mg/L),Conductivité (µs/cm2),pH,Température (oC),Signe COLI,COLI,MÉTÉO,Ag (µg/L),Al (µg/L),As (µg/L),Ba (µg/L),Be (µg/L),Ca (µg/L),Cd (µg/L),Co (µg/L),COT (µg/L),Cr (µg/L),Cu (µg/L),Fe (µg/L),K (µg/L),Mg (µg/L),Mn (µg/L),Mo (µg/L),Na (µg/L),NH3 (µg/L),Ni (µg/L),Ptot (µg/L),Pb (µg/L),MES  (mg/L),Sb (µg/L),Se (µg/L),Sn2 ug/L,U (µg/L),V (µg/L),Zn (µg/L)
BOU-1.5P2,2014-06-25,"78,0","7,2",937,"7,4","19,0",=,1400,-1,"0,1","149,0","0,2","37,7","0,1",60000,"0,1","0,3","3,1","0,7","3,6",355,3630,15400,"28,1","2,7",78200,"50,0","1,7","51,0","1,0","7,9","0,5","0,5","1,0","0,8","0,9","18,0"
BOU-1.5P2,2014-08-19,"83,0","8,2",2322,"8,1","15,7",=,540,1,"0,1","31,0","0,3","68,0","0,1",143000,"0,1","0,1","2,6","0,3","1,4",192,6110,47900,"22,2","2,9",212000,"66,0","2,0","26,0","0,4","2,0","0,5","0,5","1,0","1,0","0,6","13,0"
BOU-1.5P2,2014-10-08,"92,0","9,4",210,"8,3","14,4",=,1200,0,"0,1","521,0","0,3","18,0","0,1",23800,"0,1","0,4","2,7","1,8","4,7",695,1090,3920,"17,6","1,0",14100,"33,0","1,4","63,0","3,3","20,8","0,5","0,5","1,0","0,1","1,9","26,0"
BOU-1.5P2,2014-10-27,"70,0","8,0",1752,"7,8","9,4",=,110,-1,"0,1","84,0","0,3","52,0","0,1",119000,"0,2",,"2,8","0,3","1,9",393,4760,41400,"29,7","2,1",100000,"71,0",,"55,0","0,8","4,2","0,5","0,5","1,0","0,5","0,6","17,0"
BOU-1.5P2,2014-11-26,"85,8","11,0",1365,"7,9","4,8",=,150,-2,"0,1","361,0","0,3","47,0","0,1",99800,"0,2",,"3,9","1,8","4,7",863,4000,31400,"46,8","1,8",100000,"87,0",,"65,0","3,5","25,4","0,5","0,5","1,0","0,5","1,3","36,0"
BOU-2.1,2014-05-06,"78,3","9,2",1286,"7,6","8,3",<,10,-1,"0,1","180,0","0,4","56,0","0,1",99900,"0,1","0,6","11,0","0,7","3,5",779,5930,20000,"87,8","3,0",142000,"458,0","2,8","30,0","0,7","11,8","0,5","0,5","1,0","2,0","1,1","16,4"
BOU-2.1,2014-05-21,"89,0","9,3",1283,"7,9","13,2",=,110,1,"0,1","409,0","0,6","58,2","0,1",86800,"0,1","0,7","9,8","1,3","4,2",1170,5970,21500,"88,2","2,6",100000,"207,0","2,9","49,0","1,3","25,0","0,5","0,5","1,0","1,4","1,8","18,9"
BOU-2.1,2014-06-25,"69,0","6,4",389,"7,5","19,3",=,4500,-1,"0,1","275,0","0,4","27,9","0,1",37500,"0,1","0,4","7,4","0,9","4,3",567,3300,5680,"23,1","1,0",20000,"70,0","1,9","60,0","0,9","13,3","0,5","0,5","1,0","0,6","1,3","25,3"
BOU-2.1,2014-08-19,,,1098,"7,9","16,9",=,260,1,"0,1","502,0","0,6","79,0","0,1",85900,"0,1","0,7","5,8","1,3","3,9",1180,6760,18500,"83,0","4,1",85500,"137,0","3,1","65,0","1,7","28,2","0,5","0,5","1,0","1,3","2,1","22,0"
BOU-2.1,2014-10-08,"92,0","9,4",267,"8,2","14,4",=,320,0,"0,1","2300,0","0,7","39,0","0,1",36300,"0,2","1,5","3,3","5,0","9,2",2820,3780,5790,"57,2","1,5",18800,"65,0","5,9","144,0","5,4","81,7","0,5","0,5","1,0","0,4","5,6","58,0"
BOU-2.1,2014-10-27,"76,9","8,7",775,"8,0","9,8",=,640,-1,"0,1","672,0","0,5","52,0","0,1",66400,"0,2",,"3,8","1,6","4,8",1290,5420,15500,"58,1","2,3",66600,"119,0",,"59,0","2,0","29,8","0,5","0,5","1,0","1,0","2,0","27,0"
BOU-2.1,2014-11-26,"81,4","10,4",1064,"8,0","4,7",<,10,-2,"0,1","296,0","0,4","53,0","0,1",93500,"0,1","0,6","15,3","0,7","3,7",697,6300,20500,"81,9","2,6",100000,"367,0","2,4","32,0","0,9","12,4","0,5","0,5","1,0","1,7","1,2","21,0"
BOU-2.9,2014-05-06,"71,8","8,4",1469,"7,6","8,1",=,18,-1,"0,1","118,0","0,5","69,7","0,1",121000,"0,1","0,6","17,4","1,0","2,9",843,7570,23300,"101,0","3,7",163000,"774,0","2,9","28,0","0,2","6,9","0,5","0,5","1,0","3,1","0,8","21,2"
BOU-2.9,2014-05-21,"66,8","6,8",1854,"7,8","14,2",=,110,1,"0,1","125,0","0,8","91,8","0,1",130000,"0,1","0,6","23,7","0,3","2,7",1280,11600,33300,"147,0","4,4",232000,"444,0","3,3","40,0","0,2","7,4","0,5","0,5","1,0","2,7","1,1","10,5"
BOU-2.9,2014-06-25,"70,0","6,4",344,"7,7","19,6",=,6700,-1,"0,1","337,0","0,5","26,5","0,1",34800,"0,1","0,4","7,5","1,1","4,6",675,2990,4820,"24,5","1,0",19200,"106,0","2,2","64,0","1,1","14,4","0,5","0,5","1,0","0,6","1,6","19,4"
BOU-2.9,2014-08-19,,,1397,"7,6","17,5",=,220,1,"0,1","82,0","0,6","102,0","0,1",103000,"0,1","0,4","7,3","0,3","2,0",531,10200,22100,"70,3","5,9",118000,"109,0","2,6","33,0","0,3","4,6","0,5","0,5","1,0","2,2","1,0","13,0"
BOU-2.9,2014-10-08,"86,0","8,8",581,"8,2","14,3",=,1000,0,"0,1","2800,0","1,1","58,0","0,1",57700,"0,1","2,0","5,2","5,8","8,6",3710,6050,9480,"90,0","2,5",59100,"162,0","6,3","182,0","5,4","103,0","0,5","0,5","1,0","0,8","6,7","53,0"
BOU-2.9,2014-10-27,"75,9","8,5",1151,"7,9","10,2",=,910,-1,"0,1","401,0","0,4","69,0","0,1",91100,"0,1","0,6","6,2","0,9","3,5",894,9030,21200,"66,8","3,5",100000,"260,0","2,9","48,0","0,9","15,2","0,5","0,5","1,0","1,8","1,6","20,0"
BOU-2.9,2014-11-26,"79,6","10,3",1499,"7,9","4,2",<,10,-2,"0,1","199,0","0,5","75,0","0,1",130000,"0,1","0,7","25,5","0,6","2,8",763,9990,27000,"120,0","4,1",100000,"703,0","2,9","30,0","0,5","9,1","0,5","0,5","1,0","3,1","1,0","19,0"
BOU-2.9P3,2014-05-06,"102,5","11,7",837,"7,8","9,5",<,10,-1,"0,1","107,0","0,2","37,8","0,1",70500,"0,1","0,4","3,3","0,3","2,0",365,3260,15200,"45,9","1,0",82000,"122,0","2,0","16,0","0,2","6,5","0,5","0,5","1,0","0,9","0,9","13,9"
BOU-2.9P3,2014-05-21,"118,0","11,7",676,"8,1","15,9",<,10,1,"0,1","296,0","0,2","33,0","0,1",52300,"0,1","0,4","3,0","0,7","4,2",617,2540,12700,"32,2","2,2",62000,"83,0","1,8","29,0","1,1","17,3","0,5","0,5","1,0","0,6","1,5","17,9"
BOU-2.9P3,2014-06-25,"88,0","8,1",514,"7,6","8,9",=,2500,-1,"0,1","143,0","0,2","38,0","0,1",52800,"0,1","0,2","7,5","0,3","5,3",298,4720,8850,"20,8","1,0",24700,"35,0","1,8","38,0","0,5","4,6","0,5","0,5","1,0","0,7","0,9","30,6"
BOU-2.9P3,2014-08-19,"96,0","9,1",860,"7,8","17,8",=,240,1,"0,1","187,0","0,4","48,0","0,1",67500,"0,1","0,3","3,7","0,6","3,3",486,3950,15700,"40,9","2,6",57800,"72,0","2,0","24,0","1,0","11,2","0,5","0,5","1,0","0,7","1,1","20,0"
BOU-2.9P3,2014-10-08,"94,0","9,6",173,"8,3","14,4",=,230,0,"0,1","1990,0","0,6","30,0","0,1",27100,"0,1","1,1","2,3","3,8","7,0",2180,2360,4380,"38,1","1,1",8590,"36,0","4,7","107,0","3,7","58,2","0,5","0,5","1,0","0,2","4,8","39,0"
BOU-2.9P3,2014-10-27,"99,9","11,1",495,"8,2","10,7",=,36,-1,"0,1","282,0","0,4","31,0","0,1",46100,"0,1",,"2,8","0,7","3,0",591,2670,11500,"26,3","1,5",33300,"33,0",,"26,0","1,0","14,4","0,5","0,5","1,0","0,5","1,1","15,0"
BOU-2.9P3,2014-11-26,"93,0","11,7",680,"8,1","5,4",<,10,-2,"0,3","845,0","0,5","43,0","0,1",71800,"0,1","0,9","7,6","1,9","5,9",1490,3550,16400,"63,2","1,6",52800,"82,0","3,2","65,0","2,8","44,0","0,5","0,5","1,0","0,7","2,3","33,0"
BOU-4.3,2014-05-06,"76,6","9,1",1681,"7,6","7,9",=,18,-1,"0,1","142,0","0,5","66,8","0,1",125000,"0,1","0,5","7,9","0,3","3,1",578,7170,23300,"88,0","4,0",211000,"877,0","2,9","30,0","0,2","5,6","0,5","0,5","1,0","3,5","1,0","11,9"
BOU-4.3,2014-05-21,"63,0","6,3",2158,"7,5","14,9",=,250,1,"0,1","180,0","0,8","89,2","0,1",127000,"0,1","0,8","10,6","0,3","3,0",1110,10400,32200,"163,0","4,7",286000,"907,0","4,0","53,0","0,5","10,2","0,5","0,5","1,0","3,1","1,4","10,8"
BOU-4.3,2014-06-25,"67,0","6,1",167,"7,7","19,6",=,5800,-1,"0,1","363,0","0,5","23,2","0,1",30600,"0,1","0,4","7,2","1,0","3,9",630,2630,3740,"21,8","2,0",21100,"113,0","1,9","66,0","1,1","11,7","0,5","0,5","1,0","0,6","1,7","18,9"
BOU-4.3,2014-08-19,"73,0","7,2",1653,"8,1","15,9",=,370,1,"0,1","114,0","0,6","88,0","0,1",99700,"0,1","0,4","7,6","0,4","1,6",502,8670,19800,"67,8","5,1",100000,"66,0","2,7","35,0","0,4","5,8","0,5","0,5","1,0","2,1","1,3","9,0"
BOU-4.3,2014-10-08,"83,0","8,6",320,"8,4","14,0",=,1200,0,"0,1","4810,0","1,7","79,0","0,2",60100,"0,2","3,2","5,5","9,5","13,0",6110,6070,9450,"142,0","2,1",73300,"140,0","9,6","299,0","9,1","202,0","0,5","0,5","1,0","0,8","10,9","66,0"
BOU-4.3,2014-10-27,"70,3","8,3",1342,"7,8","8,2",=,63,-1,"0,1","1300,0","0,7","82,0","0,1",96400,"0,1","1,3","5,9","3,0","5,8",2390,8830,21400,"131,0","3,0",100000,"218,0","5,0","121,0","2,8","62,0","0,5","0,5","1,0","2,1","3,7","30,0"
BOU-4.3,2014-11-26,"83,0","11,2",1670,"7,9","2,7",=,36,-2,"0,1","260,0","0,4","74,0","0,1",128000,"0,1",,"12,2","0,7","3,0",831,8990,25000,"118,0","3,4",100000,"952,0",,"38,0","0,7","12,6","0,5","0,5","1,0","3,3","1,2","20,0"
BRU-1,2014-04-30,"97,2","10,7",616,"8,0","11,2",<,10,0,"0,1","53,5","0,2","34,0","0,1",50400,"0,1","0,1","3,5","0,3","0,5",128,3660,17400,"25,3","1,0",44100,"20,0","0,7","26,0","0,2","4,2","0,5","0,5","1,0","0,4","0,4","3,0"
BRU-1,2014-05-13,"97,0","9,6",700,"8,1","16,0",<,10,1,"0,1","51,1","0,2","38,3","0,1",60200,"0,1","0,1","4,3","0,3","0,5",111,4030,20100,"17,3","1,0",49800,"20,0","0,7","29,0","0,2","5,7","0,5","0,5","1,0","0,4","0,4","3,0"
BRU-1,2014-06-18,"95,0","8,2",731,"8,1","22,6",<,100,0,"0,1","78,3","0,4","42,0","0,1",52700,"0,1","0,1","5,3","0,3","0,5",234,3800,18400,"19,1","1,0",46000,"20,0","1,0","42,0","0,2","11,0","0,5","0,5","1,0","0,3","0,6","3,0"
BRU-1,2014-07-15,"92,0","7,9",621,"8,3","22,9",=,430,-2,"0,1","85,8","0,5","45,8","0,1",48000,"0,1","0,1","5,4","0,3","0,5",209,3900,17000,"31,4","1,0",42000,"20,0","1,2","42,0","0,2","14,3","0,5","0,5","1,0","0,3","0,7","6,5"
BRU-1,2014-09-09,"93,0","8,2",304,"8,1","21,9",=,340,1,"0,1","74,0","0,4","48,0","0,1",47800,"0,1","0,1","5,4","0,3","0,7",159,3940,17200,"19,9","1,8",41300,"20,0","0,8","30,0","0,2","6,0","0,5","0,5","1,0","0,3","0,4","3,0"
BRU-1,2014-10-22,"92,1","10,3",800,"8,2","10,3",=,240,-1,"0,1","46,0","0,3","54,0","0,1",64400,"0,1","0,1","4,3","0,3","0,6",120,4940,24800,"8,8","1,8",61000,"20,0","1,0","28,0","0,2","3,4","0,5","0,5","1,0","0,3","0,3","3,0"
BRU-1,2014-11-12,"97,0","12,1",817,"8,1","6,6",<,10,0,"0,1","21,0","0,3","51,0","0,1",63400,"0,1",,"6,3","0,3","0,8",115,5330,24200,"7,1","1,6",58800,"29,0",,"37,0","0,2","2,4","0,5","0,5","1,0","0,3","0,2","3,0"
CEN-1,2014-04-30,"114,8","12,7",1479,"8,0","10,9",=,200,0,"0,1","177,0","0,2","53,1","0,1",105000,"0,1","0,2","2,9","0,3","2,0",308,3030,22900,"12,3","1,0",161000,"20,0","2,2","47,0","0,8","14,8","0,5","0,5","1,0","1,4","1,2","7,1"
CEN-1,2014-05-13,"119,0","12,0",1237,"8,1","15,6",=,81,1,"0,1","114,0","0,2","46,0","0,1",97200,"0,1","0,2","3,4","0,3","1,9",207,2920,21900,"11,4","1,0",100000,"20,0","2,0","32,0","0,5","10,5","0,5","0,5","1,0","1,2","0,9","3,0"
CEN-1,2014-06-18,,,663,"8,2","22,6",=,1100,0,"0,1","95,5","0,2","29,7","0,1",48400,"0,1","0,1","3,9","0,3","1,9",177,1890,11000,"11,0","1,0",50800,"22,0","1,3","53,0","0,2","10,8","0,5","0,5","1,0","0,6","0,8","8,1"
CEN-1,2014-07-15,"112,0","9,7",689,"7,9","27,9",=,280,0,"0,1","89,0","0,5","39,1","0,1",54900,"0,1","0,2","3,9","0,3","1,9",326,2430,13800,"28,4","1,0",56000,"20,0","2,0","87,0","0,5","16,2","0,5","0,5","1,0","0,7","0,9","8,3"
CEN-1,2014-09-09,,,665,"8,4","23,5",=,54,1,"0,1","146,0","0,6","26,0","0,1",56200,"0,1","0,2","5,6","0,3","1,4",260,2750,15100,"29,3","1,3",61400,"20,0","1,9","76,0","0,5","18,0","0,5","0,5","1,0","0,7","1,0","3,0"
CEN-1,2014-10-22,"86,9","9,6",829,"7,9","10,9",=,90,-1,"0,1","94,0","0,4","43,0","0,1",71400,"0,1","0,2","4,0","0,3","2,8",194,3000,16000,"14,2","1,2",76800,"75,0","2,0","48,0","0,5","5,6","0,5","0,5","1,0","0,7","0,8","9,0"
CEN-1,2014-11-12,"89,0","10,9",884,"7,9","6,3",=,54,0,"0,1","88,0","0,4","43,0","0,1",78600,"0,1","0,2","4,0","0,3","1,5",211,3240,17000,"12,0","1,1",80900,"397,0","2,0","51,0","0,7","4,4","0,5","0,5","1,0","0,7","0,8","3,0"
CGO-0.0,2014-05-05,"58,2","6,5",561,"7,2","10,4",<,10,0,"0,1","148,0","0,4","40,0","0,1",59400,"0,1","0,3","8,8","0,3","2,6",500,3750,17900,"73,7","1,0",31400,"63,0","1,7","68,0","0,5","3,1","0,5","0,5","1,0","1,9","0,7","19,7"
CGO-0.0,2014-05-20,,,588,"7,2","18,2",=,45,1,"0,1","91,8","0,5","35,5","0,1",59800,"0,1","0,3","10,0","0,3","2,2",616,3840,18600,"112,0","1,0",34100,"20,0","1,7","103,0","0,5","4,2","0,5","0,5","1,0","1,3","0,7","14,6"
CGO-0.0,2014-06-10,"66,0","5,5",880,"7,6","21,2",=,18,1,"0,1","124,0","1,0","58,3","0,1",77700,"0,1","0,7","14,9","0,8","1,6",2490,3840,26500,"475,0","1,0",67200,"289,0","1,9","411,0","0,7","13,8","0,5","0,5","1,0","0,6","1,4","13,3"
CGO-0.0,2014-07-23,"51,0","4,4",574,"7,7","21,9",=,5000,0,"0,1","250,0","0,8","38,9","0,1",43400,"0,2","0,9",,"1,1","6,4",1300,17000,11000,"192,0","1,0",23800,,"2,8","579,0","1,9","15,2","0,5","0,5","1,0","0,3","1,8","39,1"
CLA-0.0,2014-05-06,,,352,"8,4","12,5",<,10,-1,"0,1","319,0","0,5","33,7","0,1",33000,"0,1","0,2","5,1","1,0","2,6",538,1710,6490,"55,5","1,0",28500,"20,0","1,1","34,0","1,6","9,2","0,5","0,5","1,0","0,3","1,0","18,4"
CLA-0.0,2014-05-21,,,109,"7,9","16,5",=,54,1,"0,1","415,0","0,2","18,7","0,1",11600,"0,1","0,1","6,1","0,8","1,8",463,944,2840,"19,3","1,0",6070,"20,0","1,0","32,0","0,2","6,4","0,5","0,5","1,0","0,1","1,2","3,0"
CLA-0.0,2014-06-25,"111,0","10,0",231,"8,1","20,6",<,10,-1,"0,1","159,0","0,6","22,1","0,1",23200,"0,1","0,1","4,3","0,3","2,1",240,1170,5140,"24,1","1,0",9090,"20,0","0,8","34,0","0,2","5,2","0,5","0,5","1,0","0,2","0,7","3,0"
CLA-0.0,2014-08-19,,,233,"8,7","21,8",<,10,1,"0,1","63,0","0,7","23,0","0,1",24000,"0,1","0,1","3,8","0,3","2,1",80,1200,5590,"11,2","1,0",9480,"20,0","0,9","16,0","0,2","1,7","0,5","0,5","1,0","0,3","0,6","3,0"
CLA-0.0,2014-10-08,"91,0","9,1",125,"8,2","15,1",=,18,0,"0,1","133,0","0,5","17,0","0,1",14200,"0,1","0,1","5,5","0,3","2,4",209,983,3230,"17,2","1,0",6120,"23,0","0,8","24,0","0,3","1,6","0,5","0,5","1,0","0,1","0,7","3,0"
