"Point d'échantillonnage","Date","Température (oC)","Conductivité (µs/cm2)","pH","Signe","Coliformes fécaux (colonies/100mL)"
"IBIZ-2","2011-09-15  10:22:16","19,6","88","7,8","=","41"
"IBIZ-2","2011-07-07  08:52:34","22,6","89","8,6","=","54"
"IBIZ-2","2011-06-02  09:25:18","16,3","97","8,2","=","34"
"IBIZ-2","2011-06-23  09:07:14","20,9","74","7,6","=","16"
"IBIZ-2","2011-07-28  10:30:10","26","76","8,1","=","39"
"IBIZ-2","2011-08-04  09:51:38","23,6","82","7,8","=","21"
"IBIZ-2","2011-08-11  10:08:03","23,7","80","8","=","48"
"IBIZ-2","2011-08-18  10:12:02","24,5","81","7,9","=","34"
"IBIZ-2","2011-09-01  10:18:20","21,4","85","8,2","=","21"
"IBIZ-2","2011-09-08  10:30:32","20,7","89","8","=","26"
"IBIZ-2","2011-09-22  10:24:21","19,5","95","7,9","=","30"
"IBIZ-2","2011-09-28  13:40:40","20,2","87","8","=","74"
"IBIZ-4","2011-05-19  09:25:16","11,9","105","8,1","=","45"
"IBIZ-4","2011-05-26  10:00:51","15,9","108","8,1","=","7"
"IBIZ-4","2011-06-09  09:27:05","19,4","84","8","=","58"
"IBIZ-4","2011-06-16  09:35:01","19,4","79","7,5","=","23"
"IBIZ-4","2011-06-30  10:00:32","20","78","8,2","=","82"
"IBIZ-4","2011-07-14  09:10:47","23,3","85","7,6","=","21"
"IBIZ-4","2011-07-21  08:52:02","25,1","83","7,7","=","40"
"IBIZ-4","2011-08-25  10:24:02","22,1","90","7,9","=","420"
"IBIZ-4","2011-09-15  10:31:58","20,3","92","7,7","=","23"
"IBIZ-4","2011-07-07  09:02:33","22,4","89","8,3","=","8"
"IBIZ-4","2011-06-02  09:35:07","16,5","98","8,3","=","250"
"IBIZ-4","2011-06-23  09:17:33","21","74","7,6","=","64"
"IBIZ-4","2011-07-28  10:41:10","25,1","81","7,7","=","2"
"IBIZ-4","2011-08-04  10:01:33","24","82","7,7","=","2"
"IBIZ-4","2011-08-11  10:18:08","23,6","81","7,8","=","88"
"IBIZ-4","2011-08-18  10:23:33","24","89","7,8","=","28"
"IBIZ-4","2011-09-01  10:29:07","21,1","218","8","=","20"
"IBIZ-4","2011-09-08  10:40:21","20,5","95","7,9","=","33"
"IBIZ-4","2011-09-22  10:33:48","19,1","125","7,8","=","76"
"IBIZ-4","2011-09-28  13:52:22","19,6","87","7,3","=","20"
"IBIZ-7","2011-06-30  10:09:21","19,7","78","8,1","=","40"
"IBIZ-7","2011-07-14  09:19:24","23,6","83","7,9","=","30"
"IBIZ-7","2011-07-21  09:01:29","24,9","81","7,8","=","5"
"IBIZ-7","2011-08-25  10:33:12","22,1","86","7,9","=","36"
"IBIZ-7","2011-05-19  09:37:43","12","91","8","=","27"
"IBIZ-7","2011-05-26  10:12:29","16,1","104","8","=","40"
"IBIZ-7","2011-06-09  09:37:04","19,6","84","8","=","5800"
"IBIZ-7","2011-06-16  09:47:00","21","79","7,8","=","20"
"IBIZ-7","2011-09-15  10:40:32","19,5","88","7,9","=","94"
"IBIZ-7","2011-07-07  09:11:03","22,6","90","8,2","=","23"
"IBIZ-7","2011-07-28  10:50:42","25,9","76","7,8","=","20"
"IBIZ-7","2011-08-04  10:11:28","23,2","82","7,9","=","10"
"IBIZ-7","2011-08-11  10:26:33","23,5","75","8","=","30"
"IBIZ-7","2011-08-18  10:33:20","24,3","80","8,1","=","44"
"IBIZ-7","2011-09-01  10:38:32","21,5","85","8,2","=","8"
"IBIZ-7","2011-09-08  10:50:14","20,5","88","8","=","23"
"IBIZ-7","2011-09-22  10:42:42","19,6","95","7,9","=","36"
"IBIZ-7","2011-09-28  14:02:09","19,5","88","7,3","=","16"
"IBIZ-7","2011-06-02  09:45:42","16,6","93","8,2","=","76"
"IBIZ-7","2011-06-23  09:29:27","21","75","7,8","=","5"
"IBIZ-8.5","2011-05-19  09:50:46","12,5","95","8","=","36"
"IBIZ-8.5","2011-05-26  10:24:42","17,2","109","8,1","=","2"
"IBIZ-8.5","2011-06-09  09:48:08","20,2","91","8,1","=","66"
"IBIZ-8.5","2011-06-16  09:57:53","21,1","85","7,8","=","52"
"IBIZ-8.5","2011-06-30  10:20:03","18,9","95","8","=","82"
"IBIZ-8.5","2011-07-14  09:31:53","23,5","95","8,6","=","16"
"IBIZ-8.5","2011-07-21  09:13:57","25,1","100","8","=","58"
"IBIZ-8.5","2011-08-25  10:42:38","21,7","100","7,9","=","73"
"IBIZ-8.5","2011-09-15  10:51:30","18,6","102","7,9","=","60"
"IBIZ-8.5","2011-07-07  09:22:41","22,4","102","8,3","=","8"
"IBIZ-8.5","2011-06-02  09:58:15","16,6","100","8","=","100"
"IBIZ-8.5","2011-06-23  09:41:51","21,3","79","8","=","20"
"IBIZ-8.5","2011-07-28  11:02:21","26","82","8,9","=","11"
"IBIZ-8.5","2011-08-04  10:23:23","22,6","84","8","=","5"
"IBIZ-8.5","2011-08-11  10:36:50","21,7","114","8,1","=","52"
"IBIZ-8.5","2011-08-18  10:46:00","24,4","102","9,2","=","20"
"IBIZ-8.5","2011-09-01  10:50:33","21,3","100","8,7","=","44"
"IBIZ-8.5","2011-09-08  11:02:03","20,2","99","8,6","=","84"
"IBIZ-8.5","2011-09-22  10:53:22","19,4","106","7,9","=","28"
"IBIZ-8.5","2011-09-28  14:13:13","19,8","100","8,5","=","10"
"LSL-0.5","2011-06-07  10:22:42","19","155","8,3","=","15"
"LSL-0.5","2011-06-29  09:54:19","20,7","219","7,9","=","46"
"LSL-0.5","2011-07-11  10:44:33","23,4","233","8,2","=","34"
"LSL-0.5","2011-07-20  09:57:18","25,1","231","8,3","=","5"
"LSL-0.5","2011-08-01  10:02:24","24,9","240","8,4","<","2"
"LSL-0.5","2011-05-16  10:13:00","11,7","104","8,2","=","54"
"LSL-0.5","2011-09-06  10:04:17","21,8","232","8,1","=","270"
"LSL-0.5","2011-05-23  10:57:00","17,3","145","8,3","=","66"
"LSL-0.5","2011-06-01  11:09:27","17,5","197","8,1","<","2"
"LSL-0.5","2011-07-26  10:05:58","24,7","212","8,2","=","72"
"LSL-0.5","2011-08-10  09:44:32","24,2","255","8,5","=","82"
"LSL-0.5","2011-08-22  11:09:46","23","230","8,3","=","25"
"LSL-0.5","2011-08-31  10:45:15","20,7","208","8,4","=","37"
"LSL-0.5","2011-09-21  10:29:16","18,1","153","8,4","=","90"
"LSL-0.5","2011-09-27  10:06:13","20,2","221","8,4","=","74"
"LSL-0.5","2011-06-15  11:51:20","19,4","187","8,2","=","15"
"LSL-0.5","2011-06-20  11:03:51","20,7","235","8,5","=","18"
"LSL-0.5","2011-07-05  10:24:30","23,5","229","8","=","18"
"LSL-0.5","2011-08-16  10:04:08","23,7","212","8,3","=","18"
"LSL-0.5","2011-09-12  11:49:41","20,8","189","8,2","=","200"
"LSL-1","2011-06-07  10:30:44","21","164","8,7","=","68"
"LSL-1","2011-06-29  10:03:22","20,8","220","8","=","100"
"LSL-1","2011-07-11  10:56:46","24,7","218","8,7","=","3"
"LSL-1","2011-07-20  10:03:46","25,3","235","8,4","=","44"
"LSL-1","2011-08-01  10:10:29","25,2","219","8,6","=","5"
"LSL-1","2011-05-16  10:20:00","11,1","118","8,1","=","27"
"LSL-1","2011-09-06  10:12:37","19,9","225","8,5","=","33"
"LSL-1","2011-05-23  11:07:00","15,9","147","8,3","=","42"
"LSL-1","2011-06-01  11:17:54","18,5","187","8,2","=","230"
"LSL-1","2011-07-26  10:14:25","24,2","233","8,3","=","110"
"LSL-1","2011-08-10  09:51:37","23,7","215","8,3","=","41"
"LSL-1","2011-08-22  11:19:38","21,3","223","8,5","=","13"
"LSL-1","2011-08-31  10:54:32","20,2","217","8,7","=","18"
"LSL-1","2011-09-21  10:42:24","17","198","9,5","=","2"
"LSL-1","2011-09-27  10:19:59","19,3","212","9,7","<","2"
"LSL-1","2011-06-15  11:59:51","20,2","199","8,3","=","20"
"LSL-1","2011-06-20  11:15:31","22,2","210","9","=","7"
"LSL-1","2011-07-05  10:42:03","24,7","211","8,7","=","2"
"LSL-1","2011-08-16  10:11:02","22,4","230","8,7","=","8"
"LSL-1","2011-09-12  11:59:10","21,1","201","9,3","=","11"
"LSL-10","2011-06-07  13:31:35","21,8","162","8,3","=","16"
"LSL-10","2011-06-29  11:53:56","20,7","192","8,1","=","36"
"LSL-10","2011-07-11  14:04:01","23,5","194","8,6","=","39"
"LSL-10","2011-07-20  12:33:38","25,4","245","8,7","=","15"
"LSL-10","2011-08-01  12:57:57","26,5","215","8,9","=","5"
"LSL-10","2011-05-16  13:00:00","10,5","97","8","=","72"
"LSL-10","2011-09-06  12:28:34","23,1","164","9,1","=","260"
"LSL-10","2011-05-23  13:29:00","15,5","116","8","=","10"
"LSL-10","2011-06-01  14:18:46","18,1","138","8","=","100"
"LSL-10","2011-07-26  12:55:37","25,1","174","8,6","=","11"
"LSL-10","2011-08-10  12:34:00","24,8","227","8,5","=","74"
"LSL-10","2011-08-22  13:55:37","23,2","205","8,8","=","140"
"LSL-10","2011-08-31  13:53:38","22,8","160","9,3","=","3"
"LSL-10","2011-09-21  13:38:06","20,6","110","9,2","=","26"
"LSL-10","2011-09-27  13:25:34","21,8","252","9,2","=","15"
"LSL-10","2011-06-15  14:15:32","19,5","187","8,3","=","21"
"LSL-10","2011-06-20  14:08:51","20,6","230","8,8","=","3"
"LSL-10","2011-07-05  13:57:54","23,1","249","8,8","=","15"
"LSL-10","2011-08-16  12:46:50","24,3","160","9","=","15"
"LSL-10","2011-09-12  14:35:37","22,7","149","9,2","=","7"
"LSL-10.5","2011-06-07  13:49:52","20,7","141","8,4","<","2"
"LSL-10.5","2011-06-29  12:02:34","21,2","175","8,1","=","100"
"LSL-10.5","2011-07-11  14:13:18","23,8","200","8,5","=","8"
"LSL-10.5","2011-07-20  12:42:43","25,1","228","8,5","=","68"
"LSL-10.5","2011-08-01  13:06:57","26,3","221","8,8","=","2"
"LSL-10.5","2011-05-16  13:09:00","10,8","112","8","=","120"
"LSL-10.5","2011-09-06  13:09:04","22","173","8,6","=","400"
"LSL-10.5","2011-05-23  13:38:00","17,3","118","8","=","16"
"LSL-10.5","2011-06-01  14:29:14","18,9","142","8","=","120"
"LSL-10.5","2011-07-26  13:05:00","25,1","148","8,4","=","2"
"LSL-10.5","2011-08-10  12:43:35","24","230","8,4","=","260"
"LSL-10.5","2011-08-22  14:05:27","22,7","168","8,4","=","33"
"LSL-10.5","2011-08-31  14:04:38","22,4","165","8,8","=","15"
"LSL-10.5","2011-09-21  13:48:24","19,1","108","8,7","=","26"
"LSL-10.5","2011-09-27  13:34:28","20,8","221","9","=","78"
"LSL-10.5","2011-06-15  14:25:35","20,9","181","8,3","=","5"
"LSL-10.5","2011-06-20  14:18:50","21,3","232","8,6","=","2"
"LSL-10.5","2011-07-05  14:06:15","23,4","246","8,6","=","10"
"LSL-10.5","2011-08-16  12:55:27","24,3","165","8,7","=","110"
"LSL-10.5","2011-09-12  14:45:12","22,9","150","8,9","<","10"
"LSL-11","2011-06-07  13:57:07","21,8","140","8,5","=","10"
"LSL-11","2011-06-29  12:09:14","21,6","156","8,1","=","400"
"LSL-11","2011-07-11  14:20:30","24","195","8,6","=","200"
"LSL-11","2011-07-20  12:54:56","26,2","251","9,1","=","55"
"LSL-11","2011-08-01  13:14:37","26,6","218","8,9","=","54"
"LSL-11","2011-05-16  13:15:00","10,7","167","7,8","=","900"
"LSL-11","2011-09-06  13:16:27","22,3","134","8,9","=","1000"
"LSL-11","2011-09-21  13:55:38","20,8","110","9,2","=","64"
"LSL-11","2011-09-27  13:40:42","23,1","171","9,5","=","2"
"LSL-11","2011-05-23  13:45:00","16,7","121","8","=","36"
"LSL-11","2011-06-01  14:41:04","19","172","7,8","=","1700"
"LSL-11","2011-07-26  13:12:47","25,4","155","8,7","=","39"
"LSL-11","2011-08-10  12:51:21","24,7","236","8,3","=","900"
"LSL-11","2011-08-22  14:12:43","23","240","8,6","=","900"
"LSL-11","2011-08-31  14:11:29","23,3","190","9,3","<","10"
"LSL-11","2011-09-12  14:51:23","23,5","222","9,1","=","54"
"LSL-11","2011-06-15  14:33:02","21,8","174","8,4","=","10"
"LSL-11","2011-06-20  14:26:38","22,2","191","8,8","=","46"
"LSL-11","2011-07-05  14:15:06","24,3","232","8,4","=","10"
"LSL-11","2011-08-16  13:01:01","24,4","191","8,9","=","54"
"LSL-12","2011-06-07  14:10:33","22,4","114","8,3","=","2"
"LSL-12","2011-06-29  13:06:15","21","196","8,2","=","13"
"LSL-12","2011-07-11  14:31:45","23,9","140","8,6","=","28"
"LSL-12","2011-07-20  13:05:58","25,8","180","8,9","=","13"
"LSL-12","2011-08-01  13:25:15","27,3","136","9","=","2"
"LSL-12","2011-05-16  13:24:00","10,8","107","8","=","140"
"LSL-12","2011-09-06  13:28:07","22,7","137","9,1","=","40"
"LSL-12","2011-05-23  14:59:00","18,4","121","8,2","=","160"
"LSL-12","2011-06-01  14:54:16","19,6","112","8","=","340"
"LSL-12","2011-07-26  13:24:05","25,3","134","8,7","=","2"
"LSL-12","2011-08-10  13:02:34","24,8","193","8,3","=","240"
"LSL-12","2011-08-22  14:23:39","24,3","169","8,8","=","31"
"LSL-12","2011-08-31  14:25:44","24,1","162","9,7","=","5"
"LSL-12","2011-09-21  14:07:45","21,2","126","9,4","=","52"
"LSL-12","2011-09-27  13:52:55","23,1","185","9,2","=","400"
"LSL-12","2011-06-15  14:46:29","21,2","137","8,1","=","31"
"LSL-12","2011-06-20  14:38:36","22,3","161","8,6","=","48"
"LSL-12","2011-07-05  14:26:31","24,8","168","8,6","=","7"
"LSL-12","2011-08-16  13:11:48","25,5","120","8,8","=","94"
"LSL-12","2011-09-12  15:01:32","23,2","141","9,2","=","23"
"LSL-12.5","2011-06-07  14:21:37","21,8","98","8,3","=","13"
"LSL-12.5","2011-06-29  13:13:42","21,5","163","8,2","=","28"
"LSL-12.5","2011-07-11  14:42:45","24,1","121","9,1","=","48"
"LSL-12.5","2011-07-20  13:15:35","27,2","134","9,1","=","11"
"LSL-12.5","2011-08-01  13:37:08","26,1","135","9,2","=","10"
"LSL-12.5","2011-05-16  13:30:00","10,6","117","7,9","=","370"
"LSL-12.5","2011-09-06  13:38:02","22,7","146","9,1","=","72"
"LSL-12.5","2011-05-23  15:10:00","18,5","116","8","=","7"
"LSL-12.5","2011-06-01  15:07:50","19,7","113","8,1","=","40"
"LSL-12.5","2011-07-26  13:34:05","25,8","94","9","=","7"
"LSL-12.5","2011-08-10  13:11:00","25,5","158","8,4","=","60"
"LSL-12.5","2011-08-22  14:32:38","24,2","164","8,8","=","23"
"LSL-12.5","2011-08-31  14:35:56","23,6","153","9,4","=","98"
"LSL-12.5","2011-09-21  14:16:58","21,5","135","9,5","=","52"
"LSL-12.5","2011-09-27  14:02:58","22,9","160","9,5","=","2"
"LSL-12.5","2011-06-15  14:56:13","22,1","116","8,2","=","10"
"LSL-12.5","2011-06-20  14:49:13","21,9","142","9,2","=","5"
"LSL-12.5","2011-07-05  14:36:16","26,1","120","8,6","=","13"
"LSL-12.5","2011-08-16  13:21:32","24,1","119","8,9","=","10"
"LSL-12.5","2011-09-12  15:10:31","23,3","144","9,5","=","82"
"LSL-13","2011-06-07  14:28:52","23,3","94","8,2","=","5"
"LSL-13","2011-06-29  13:18:29","22,2","84","8,2","=","46"
"LSL-13","2011-07-11  14:47:18","24,5","99","8,9","=","7"
"LSL-13","2011-07-20  13:20:09","27,2","96","9,3","=","26"
"LSL-13","2011-08-01  13:41:56","28","96","9,2","=","12"
"LSL-13","2011-05-16  13:33:00","10,8","104","7,9","=","99"
"LSL-13","2011-09-06  13:43:08","23","145","9,1","=","76"
"LSL-13","2011-05-23  15:16:00","17,2","121","8","=","11"
"LSL-13","2011-06-01  15:16:00","19,6","106","8,1","=","1500"
"LSL-13","2011-07-26  13:40:23","25,7","88","9","=","5"
"LSL-13","2011-08-10  13:16:14","24,8","126","8,3","=","130"
"LSL-13","2011-08-22  14:38:36","23,5","112","9,1","=","58"
"LSL-13","2011-08-31  14:42:00","23,6","143","9,5","=","7"
"LSL-13","2011-09-21  14:23:47","23,2","129","9,6","=","13"
"LSL-13","2011-09-27  14:07:52","24,6","143","9,6","=","3"
"LSL-13","2011-06-15  15:00:31","24,8","88","8,2","=","18"
"LSL-13","2011-06-20  14:55:20","24,2","80","9,1","=","54"
"LSL-13","2011-07-05  14:42:33","26,4","105","8,5","=","7"
"LSL-13","2011-08-16  13:26:54","26,1","99","8,9","=","13"
"LSL-13","2011-09-12  15:15:28","24","120","9,4","=","2"
"LSL-14","2011-06-29  13:23:22","21,8","84","8,1","=","66"
"LSL-14","2011-07-11  14:52:32","24,2","94","8,7","=","16"
"LSL-14","2011-07-20  13:25:26","26,7","95","9","=","18"
"LSL-14","2011-08-01  13:48:03","27,3","93","9,2","=","13"
"LSL-14","2011-06-07  14:35:17","22,7","97","8,3","=","39"
"LSL-14","2011-09-06  13:49:20","23,3","169","8,4","=","20"
"LSL-14","2011-05-16  13:37:00","10,9","96","7,9","=","140"
"LSL-14","2011-07-26  13:45:57","25,8","89","9,1","=","23"
"LSL-14","2011-08-10  13:21:37","24,9","122","8,3","=","420"
"LSL-14","2011-08-22  14:44:22","23,4","119","9,1","=","74"
"LSL-14","2011-08-31  14:49:08","23","111","9,4","=","8"
"LSL-14","2011-09-21  14:30:15","21,6","114","9,3","=","210"
"LSL-14","2011-09-27  14:13:56","23,8","126","9,5","=","21"
"LSL-14","2011-05-23  15:25:00","16,7","122","8","<","10"
"LSL-14","2011-06-01  15:22:37","19,2","108","7,9","=","400"
"LSL-14","2011-07-05  14:48:08","25,4","103","8,6","=","27"
"LSL-14","2011-08-16  13:32:21","25","92","9,2","=","13"
"LSL-14","2011-09-12  15:23:26","23,2","116","9,5","=","100"
"LSL-14","2011-06-15  15:05:19","24,1","84","8,2","=","110"
"LSL-14","2011-06-20  15:03:34","24,6","85","8,9","=","180"
"LSL-15","2011-06-07  14:43:49","22,3","96","8,2","=","91"
"LSL-15","2011-06-29  13:31:30","21,6","83","8,1","=","120"
"LSL-15","2011-07-11  15:00:06","23,9","87","7,9","=","12"
"LSL-15","2011-07-20  13:33:35","26,1","89","8,7","=","280"
"LSL-15","2011-08-01  13:57:31","26,5","85","8,8","=","7"
"LSL-15","2011-05-16  13:45:00","10,6","134","7,9","=","54"
"LSL-15","2011-09-06  13:57:34","23,1","122","8,9","=","86"
"LSL-15","2011-05-23  15:34:00","16,8","136","8,2","=","52"
"LSL-15","2011-06-01  15:37:03","18,9","108","8,1","=","400"
"LSL-15","2011-07-26  13:54:18","25,6","86","8,8","=","44"
"LSL-15","2011-08-10  13:30:28","25,1","85","8,4","=","82"
"LSL-15","2011-08-22  14:52:36","23,4","92","8,9","=","15"
"LSL-15","2011-08-31  14:58:38","23","127","9,4","=","25"
"LSL-15","2011-09-21  14:38:49","21,2","137","9,3","=","7"
"LSL-15","2011-09-27  15:31:45","23","143","9,6","=","13"
"LSL-15","2011-06-15  15:12:37","22,7","84","8,1","=","16"
"LSL-15","2011-06-20  15:12:30","23,1","81","8,9","=","8"
"LSL-15","2011-07-05  14:57:47","24,4","98","8,3","=","13"
"LSL-15","2011-08-16  13:38:21","25,2","93","9,2","=","7"
"LSL-15","2011-09-12  15:32:50","22,4","106","9,2","=","18"
"LSL-16","2011-06-07  14:54:43","22,6","96","8,2","=","94"
"LSL-16","2011-06-29  13:39:44","21,8","76","8,1","=","23"
"LSL-16","2011-07-11  15:09:12","24,9","89","8,2","=","100"
"LSL-16","2011-07-20  13:43:44","26,9","86","8,3","=","7"
"LSL-16","2011-08-01  14:08:54","27,7","79","8,7","=","7"
"LSL-16","2011-05-16  13:53:00","10,6","114","7,8","=","190"
"LSL-16","2011-07-26  14:03:01","25,9","82","8,8","<","2"
"LSL-16","2011-08-22  15:01:20","23,3","85","8,9","=","16"
"LSL-16","2011-09-06  14:08:51","22,2","98","8,1","=","38"
"LSL-16","2011-05-23  15:46:00","17,6","127","7,9","=","11"
"LSL-16","2011-06-01  15:46:07","19,8","109","7,9","=","460"
"LSL-16","2011-08-10  13:40:08","25,5","81","8,2","=","44"
"LSL-16","2011-08-31  15:08:43","22,1","97","8,8","=","20"
"LSL-16","2011-09-21  14:50:04","19,1","99","8,9","=","12"
"LSL-16","2011-09-27  14:42:00","21,5","104","9,5","=","5"
"LSL-16","2011-06-15  15:21:50","23,6","85","8,1","=","100"
"LSL-16","2011-06-20  15:22:56","24,1","82","8,8","=","20"
"LSL-16","2011-07-05  15:08:24","27","100","8,1","=","20"
"LSL-16","2011-08-16  13:46:34","25,7","84","8,9","=","15"
"LSL-16","2011-09-12  15:46:14","23,9","97","8,9","=","5"
"LSL-17","2011-06-07  15:01:34","22,1","99","8,1","=","43"
"LSL-17","2011-06-29  13:45:27","21","91","8","=","150"
"LSL-17","2011-07-11  15:15:46","24","95","8,2","=","62"
"LSL-17","2011-07-20  13:50:26","26,6","95","9,1","<","10"
"LSL-17","2011-08-01  14:16:38","27,4","86","9","=","76"
"LSL-17","2011-05-16  13:58:00","10,7","141","7,8","=","140"
"LSL-17","2011-07-26  14:09:30","25","86","8,8","=","96"
"LSL-17","2011-09-06  14:15:44","22,1","98","8,8","=","600"
"LSL-17","2011-05-23  15:54:00","16,8","138","7,9","=","110"
"LSL-17","2011-06-01  15:55:47","19","135","8","=","1200"
"LSL-17","2011-08-10  13:48:05","24,6","164","8,2","=","700"
"LSL-17","2011-08-22  15:07:34","22,1","178","8,6","=","170"
"LSL-17","2011-08-31  15:18:24","22,4","118","9,1","=","100"
"LSL-17","2011-09-21  14:58:50","20,3","73","9,3","=","27"
"LSL-17","2011-09-27  14:49:00","22,2","111","9,6","=","7"
"LSL-17","2011-06-15  15:29:12","25,2","91","8","=","21"
"LSL-17","2011-06-20  15:30:31","23,6","91","8,6","=","25"
"LSL-17","2011-07-05  15:15:21","25,3","110","8,3","=","42"
"LSL-17","2011-08-16  13:52:38","26,5","109","9,1","=","320"
"LSL-17","2011-09-12  15:53:52","22,1","288","8,6","=","1500"
"LSL-18","2011-06-07  15:09:16","20,6","95","8,1","=","300"
"LSL-18","2011-06-29  13:52:41","21,2","86","7,9","=","84"
"LSL-18","2011-07-11  15:23:25","24,4","96","8","=","86"
"LSL-18","2011-07-20  13:56:44","27,2","91","8,9","=","3"
"LSL-18","2011-08-01  14:23:49","27,1","83","8,7","=","15"
"LSL-18","2011-05-16  14:03:00","10,9","110","7,8","=","140"
"LSL-18","2011-08-22  15:14:31","23,5","108","9","=","38"
"LSL-18","2011-09-06  14:23:31","22,9","97","8,4","=","110"
"LSL-18","2011-05-23  16:04:00","16,6","129","7,9","=","31"
"LSL-18","2011-06-01  16:02:23","18,2","131","7,6","=","110"
"LSL-18","2011-07-26  14:16:10","25,7","83","8,6","=","120"
"LSL-18","2011-08-10  13:55:29","25,6","84","8,5","=","370"
"LSL-18","2011-08-31  15:27:00","22,8","100","9","=","16"
"LSL-18","2011-09-21  15:07:01","22,1","104","9,2","=","16"
"LSL-18","2011-09-27  14:56:00","23,1","112","9","=","8"
"LSL-18","2011-06-15  15:37:22","26","85","8","=","40"
"LSL-18","2011-06-20  15:37:44","23,8","87","8,4","=","88"
"LSL-18","2011-07-05  15:21:52","25,6","105","8,2","=","100"
"LSL-18","2011-08-16  13:59:07","25,2","88","9","=","36"
"LSL-18","2011-09-12  16:01:17","23","113","9,3","=","15"
"LSL-19","2011-06-07  15:17:31","18,7","84","7,9","=","3"
"LSL-19","2011-06-29  13:59:01","20,9","76","7,8","=","34"
"LSL-19","2011-07-11  15:30:03","23,8","84","7,7","=","3"
"LSL-19","2011-07-20  14:03:33","25,6","81","8","=","320"
"LSL-19","2011-08-01  14:30:09","26,2","76","8,4","=","11"
"LSL-19","2011-05-16  14:08:00","11","81","7,9","=","540"
"LSL-19","2011-08-16  14:05:27","25","82","8,5","=","110"
"LSL-19","2011-08-22  15:23:47","23,2","81","8,3","=","21"
"LSL-19","2011-09-06  14:31:00","22,6","92","8,2","=","46"
"LSL-19","2011-05-23  16:12:00","14,6","105","7,8","=","7"
"LSL-19","2011-06-01  16:10:05","17,7","93","7,8","=","16"
"LSL-19","2011-07-26  14:24:27","25,3","76","7,9","=","8"
"LSL-19","2011-08-10  14:02:09","25","74","8,3","=","68"
"LSL-19","2011-08-31  15:35:19","22,1","89","8,6","=","48"
"LSL-19","2011-09-21  15:15:20","19,4","100","8,8","=","34"
"LSL-19","2011-09-27  15:02:00","21,3","97","9,1","=","31"
"LSL-19","2011-06-15  15:48:02","20,1","78","7,4","=","7"
"LSL-19","2011-06-20  15:45:25","22,1","77","8,3","=","48"
"LSL-19","2011-07-05  15:28:49","24","94","8,1","=","13"
"LSL-19","2011-09-12  16:09:06","21,8","92","8,3","=","21"
"LSL-2","2011-06-07  10:40:17","19,5","168","8,7","=","15"
"LSL-2","2011-06-29  10:11:39","21","225","8","=","94"
"LSL-2","2011-07-11  11:05:51","24","231","8,5","=","15"
"LSL-2","2011-07-20  10:12:04","24,9","237","8,4","=","30"
"LSL-2","2011-08-01  10:19:41","24,8","233","8,5","=","2"
"LSL-2","2011-05-16  10:30:00","11,3","105","8,1","=","18"
"LSL-2","2011-09-06  10:21:23","21,4","236","7,9","=","16"
"LSL-2","2011-05-23  11:15:00","15,7","139","8,2","=","10"
"LSL-2","2011-06-01  11:28:27","17,8","198","8","=","5"
"LSL-2","2011-07-26  10:24:41","24,6","228","8,3","=","8"
"LSL-2","2011-08-10  10:00:21","23,5","251","8,2","=","7"
"LSL-2","2011-08-22  11:28:38","22","232","8,2","=","84"
"LSL-2","2011-08-31  11:02:55","20,7","214","8,5","=","5"
"LSL-2","2011-09-21  10:53:38","17,9","162","8,5","=","10"
"LSL-2","2011-09-27  10:32:58","20,1","222","8,4","=","25"
"LSL-2","2011-06-15  12:09:10","19,6","191","8,3","=","11"
"LSL-2","2011-06-20  11:29:28","21,3","227","8,6","=","16"
"LSL-2","2011-07-05  10:52:24","23,2","225","8,5","=","16"
"LSL-2","2011-08-16  10:19:44","23,6","225","8,3","=","3"
"LSL-2","2011-09-12  12:07:54","21,4","206","8,8","=","10"
"LSL-2.5","2011-06-07  10:51:10","17,4","195","8,3","=","11"
"LSL-2.5","2011-06-29  10:17:20","20,6","205","8,1","=","91"
"LSL-2.5","2011-07-11  11:13:38","23,9","227","8,7","=","25"
"LSL-2.5","2011-07-20  10:18:37","24,3","235","8,4","=","23"
"LSL-2.5","2011-08-01  10:26:16","24,2","236","8,4","=","25"
"LSL-2.5","2011-05-16  10:33:00","10,9","125","8,1","=","130"
"LSL-2.5","2011-09-06  10:27:56","20,7","266","8,1","=","520"
"LSL-2.5","2011-05-23  11:24:00","14,8","162","8","=","38"
"LSL-2.5","2011-06-01  11:36:23","17,1","191","8","=","54"
"LSL-2.5","2011-07-26  10:32:21","23,8","217","8,3","=","44"
"LSL-2.5","2011-08-10  10:07:36","22,7","247","8,1","=","200"
"LSL-2.5","2011-08-22  11:36:11","20,8","249","8,2","=","400"
"LSL-2.5","2011-08-31  11:10:15","20,4","237","8,5","=","36"
"LSL-2.5","2011-09-21  11:01:31","17,3","161","8,2","=","34"
"LSL-2.5","2011-09-27  10:40:25","19,7","256","8,4","=","13"
"LSL-2.5","2011-06-15  12:16:16","19,9","195","8,3","=","16"
"LSL-2.5","2011-06-20  11:39:00","20,3","257","8,7","=","5"
"LSL-2.5","2011-07-05  10:58:22","22,7","250","8,2","=","21"
"LSL-2.5","2011-08-16  10:26:59","23","214","8,3","=","16"
"LSL-2.5","2011-09-12  12:14:17","21,8","185","8,8","=","46"
"LSL-20","2011-07-11  15:39:33","23,8","102","7,4","=","13"
