"Point d'échantillonnage","Date","Température (oC)","Conductivité (µs/cm2)","pH","Signe","Coliformes fécaux (colonies/100mL)"
"RDP-150","2011-07-13  10:47:57","24,7","88","7,8","=","170"
"RDP-150","2011-08-09  10:18:36","25","80","7,6","=","160"
"RDP-150","2011-08-24  08:58:04","21,5","85","8,5","=","110"
"RDP-160","2011-06-06  11:55:08","18,1","89","7,8","=","35"
"RDP-160","2011-06-28  11:20:43","21,8","74","7,6","=","30"
"RDP-160","2011-07-19  11:29:50","24,2","87","7,9","=","380"
"RDP-160","2011-07-25  09:05:00","24,6","79","8,1","=","40"
"RDP-160","2011-09-26  09:13:37","18,8","96","8","<","10"
"RDP-160","2011-05-31  11:51:43","16,8","100","7,7","=","96"
"RDP-160","2011-06-13  11:45:45","18,7","80","7,8","=","160"
"RDP-160","2011-09-05  08:35:59","21,1","401","7,8","=","140"
"RDP-160","2011-05-17  12:50:34","10,6","99","7,9","=","27"
"RDP-160","2011-06-22  11:34:27","21,6","78","7,9","=","64"
"RDP-160","2011-07-04  11:24:39","23,1","98","7,7","=","80"
"RDP-160","2011-08-03  09:04:37","23,5","92","8,1","=","76"
"RDP-160","2011-08-15  09:16:50","22,9","244","7,7","=","150"
"RDP-160","2011-08-30  09:17:21","18,8","173","8,2","=","150"
"RDP-160","2011-09-14  09:07:33","15,9","715","7,3","=","100"
"RDP-160","2011-09-20  09:07:04","16,8","116","8,2","=","700"
"RDP-160","2011-05-25  11:33:51","15,1","106","7,8","=","25"
"RDP-160","2011-07-13  11:00:17","24,1","85","7,7","=","10"
"RDP-160","2011-08-09  10:29:56","24,7","78","7,9","=","120"
"RDP-160","2011-08-24  09:10:27","22","82","8,4","=","31"
"RDP-180","2011-06-06  12:13:20","18,6","90","7,6","=","17"
"RDP-180","2011-06-28  11:36:39","21,8","74","7,5","=","30"
"RDP-180","2011-07-19  11:45:17","25,1","84","7,8","=","21"
"RDP-180","2011-07-25  09:22:00","25,2","78","7,8","=","21"
"RDP-180","2011-09-26  09:29:37","19,8","95","8","=","15"
"RDP-180","2011-05-31  12:08:26","16,9","98","7,9","=","34"
"RDP-180","2011-06-13  12:03:02","18,9","79","7,7","=","120"
"RDP-180","2011-09-05  08:52:19","22,6","93","7,9","=","310"
"RDP-180","2011-05-17  13:09:51","10,7","88","7,9","=","18"
"RDP-180","2011-06-22  11:51:11","21,9","75","7,6","=","13"
"RDP-180","2011-07-04  11:43:27","23,6","98","7,8","=","96"
"RDP-180","2011-08-03  09:20:42","24,6","92","8","=","31"
"RDP-180","2011-08-15  09:33:19","24,1","79","7,9","=","110"
"RDP-180","2011-08-30  09:33:17","20,2","87","8,1","=","46"
"RDP-180","2011-09-14  09:26:52","20,9","86","8","=","98"
"RDP-180","2011-09-20  09:23:00","17,6","98","8","=","100"
"RDP-180","2011-05-25  11:50:38","15,6","106","7,7","=","15"
"RDP-180","2011-07-13  11:18:44","24,3","84","7,7","=","16"
"RDP-180","2011-08-09  10:46:24","25,7","75","8,1","=","34"
"RDP-180","2011-08-24  09:22:10","22,1","83","8,3","=","64"
"RDP-190","2011-06-06  12:29:00","18,4","87","7,7","=","29"
"RDP-190","2011-06-28  11:50:30","22,2","74","7,4","=","42"
"RDP-190","2011-07-19  11:59:41","26","85","8,5","=","7"
"RDP-190","2011-07-25  09:36:00","25","78","8,3","=","30"
"RDP-190","2011-09-26  09:44:03","19,4","100","8","=","340"
"RDP-190","2011-05-31  12:23:31","16,8","97","7,7","=","16"
"RDP-190","2011-06-13  12:16:50","18,9","79","7,7","=","73"
"RDP-190","2011-09-05  09:03:54","22,2","113","7,8","=","2100"
"RDP-190","2011-05-17  13:21:37","10,7","87","7,9","=","36"
"RDP-190","2011-06-22  12:05:34","22,6","76","7,9","=","33"
"RDP-190","2011-07-04  12:01:27","24,3","98","7,9","=","84"
"RDP-190","2011-08-03  09:34:12","24,5","90","8,2","=","110"
"RDP-190","2011-08-15  09:52:28","24,1","92","7,9","=","580"
"RDP-190","2011-08-30  09:47:32","19,8","105","8,2","=","1800"
"RDP-190","2011-09-14  09:41:10","20","72","7,9","=","1000"
"RDP-190","2011-09-20  09:35:51","16,8","140","7,9","=","12000"
"RDP-190","2011-05-25  12:06:42","15,4","105","7,6","=","13"
"RDP-190","2011-07-13  11:31:40","25,1","85","7,9","=","16"
"RDP-190","2011-08-09  11:00:03","26","75","8,4","=","110"
"RDP-190","2011-08-24  09:35:32","21,9","88","8,3","=","900"
"RDP-195","2011-09-26  09:58:04","19,6","95","8,6","=","36"
"RDP-195","2011-05-17  13:38:08","18,4","89","7,7","=","21"
"RDP-195","2011-06-22  12:20:15","21,8","83","7,5","=","1200"
"RDP-195","2011-07-04  12:14:45","25","85","8","=","18"
"RDP-195","2011-08-03  09:48:34","25","78","8","=","33"
"RDP-195","2011-08-15  10:07:50","22,3","98","8","=","1300"
"RDP-195","2011-05-25  12:23:00","16,7","101","7,9","=","31"
"RDP-195","2011-07-13  11:47:00","18,7","84","7,8","=","520"
"RDP-195","2011-08-09  11:13:45","20","91","8,4","=","310"
"RDP-195","2011-08-24  09:49:24","20,5","90","8","=","240"
"RDP-195","2011-06-06  09:07:08","17,5","103","8,1","=","2100"
"RDP-195","2011-06-28  08:28:28","10,6","147","7,8","=","6000"
"RDP-195","2011-07-19  08:49:32","21,9","82","7,9","=","44"
"RDP-195","2011-08-25  08:26:16","24,4","101","7,7","=","88"
"RDP-195","2011-05-31  09:24:56","24,2","94","8,3","=","36"
"RDP-195","2011-06-13  09:14:28","24,1","96","8,1","=","580"
"RDP-195","2011-09-15  08:21:39","15,5","109","7,8","<","10"
"RDP-195","2011-05-17  09:36:53","24,3","86","7,7","=","23"
"RDP-195","2011-06-22  08:59:34","25,6","76","8,2","=","40"
"RDP-195","2011-07-04  08:49:44","22","83","8,4","=","460"
"RDP-20","2011-06-06  09:07:08","17,7","101","8,2","=","10"
"RDP-20","2011-06-28  08:28:28","20,6","79","7,7","=","20"
"RDP-20","2011-07-19  08:49:32","23,1","109","8","=","3"
"RDP-20","2011-08-25  08:26:16","21,4","134","8,5","=","3"
"RDP-20","2011-05-31  09:24:56","16,2","84","7,9","=","18"
"RDP-20","2011-06-13  09:14:28","18,5","86","8","=","200"
"RDP-20","2011-09-15  08:21:39","16,7","154","7,4","=","440"
"RDP-20","2011-05-17  09:36:53","10,4","89","8,3","=","63"
"RDP-20","2011-06-22  08:59:34","19,8","83","8,1","=","30"
"RDP-20","2011-07-04  08:49:44","22,9","137","7,5","=","91"
"RDP-20","2011-05-25  08:55:26","14,7","130","8,1","=","23"
"RDP-20","2011-07-13  08:29:00","22,7","108","8","=","2"
"RDP-20","2011-07-28  08:37:21","22,4","104","8,1","=","8"
"RDP-20","2011-08-04  08:05:53","21,6","152","7,8","=","13"
"RDP-20","2011-08-11  08:25:09","19,6","143","7,9","=","540"
"RDP-20","2011-08-18  08:05:37","21,5","174","8,4","=","25"
"RDP-20","2011-09-01  08:22:37","17,3","289","8,5","=","110"
"RDP-20","2011-09-08  08:26:19","18","148","8,3","=","300"
"RDP-20","2011-09-22  08:37:44","18,8","272","8,4","=","35"
"RDP-20","2011-09-28  09:59:03","17,8","160","7,3","=","3"
"RDP-200","2011-06-06  13:01:00","22","98","8,1","=","54"
"RDP-200","2011-06-28  12:47:06","23,2","79","7,9","=","48"
"RDP-200","2011-07-19  13:21:46","27,3","87","9,3","=","40"
"RDP-200","2011-07-25  10:02:41","25,4","82","9","=","26"
"RDP-200","2011-09-26  10:07:50","20,5","98","8,4","=","1500"
"RDP-200","2011-05-31  12:50:40","18,4","108","7,9","=","42"
"RDP-200","2011-06-13  12:44:31","18,8","81","7,8","=","210"
"RDP-200","2011-09-05  09:24:08","22,6","93","7,9","=","2500"
"RDP-200","2011-05-17  13:47:20","10,9","88","8","=","200"
"RDP-200","2011-06-22  12:29:39","25,8","89","8","=","38"
"RDP-200","2011-07-04  12:24:04","25,6","101","7,4","=","120"
"RDP-200","2011-08-03  09:59:26","25,2","94","8,7","=","66"
"RDP-200","2011-08-15  10:18:26","24,3","88","8,7","=","600"
"RDP-200","2011-08-30  10:11:29","20,1","96","8,5","=","1600"
"RDP-200","2011-09-14  10:04:52","20,9","102","8,3","=","300"
"RDP-200","2011-09-20  09:58:08","17,2","110","8,1","=","3200"
"RDP-200","2011-05-25  12:31:56","17,2","106","8,1","=","60"
"RDP-200","2011-07-13  11:59:11","25,8","86","8,7","=","10"
"RDP-200","2011-08-09  11:25:34","26,4","77","9,2","=","25"
"RDP-200","2011-08-24  10:01:57","22,1","84","8,7","=","63"
"RDP-220","2011-06-06  13:09:29","19,2","88","8","=","52"
"RDP-220","2011-06-28  12:55:46","22,1","74","7,8","=","21"
"RDP-220","2011-07-19  13:31:00","25,4","84","7,9","=","25"
"RDP-220","2011-07-25  10:11:05","25,2","78","8","=","18"
"RDP-220","2011-09-26  10:16:13","20","94","8","=","590"
"RDP-220","2011-05-31  13:00:17","16,9","97","7,9","=","13"
"RDP-220","2011-06-13  12:52:56","18,8","78","7,7","=","36"
"RDP-220","2011-09-05  09:31:46","22,7","91","7,8","=","470"
"RDP-220","2011-05-17  13:55:09","10,7","86","7,9","<","10"
"RDP-220","2011-06-22  12:40:17","22","76","7,6","=","39"
"RDP-220","2011-07-04  12:31:14","23,8","98","7,9","=","84"
"RDP-220","2011-08-03  10:09:19","24,5","88","7,9","=","44"
"RDP-220","2011-08-15  10:27:32","24,1","80","8","=","260"
"RDP-220","2011-08-30  10:20:01","20,3","87","8,2","=","96"
"RDP-220","2011-09-14  10:14:35","21","88","7,9","=","150"
"RDP-220","2011-09-20  10:07:37","17,8","97","8","=","1000"
"RDP-220","2011-05-25  12:41:25","15,4","106","7,8","=","25"
"RDP-220","2011-07-13  12:08:07","24,6","85","7,7","=","31"
"RDP-220","2011-08-09  11:35:49","25,4","74","7,9","=","40"
"RDP-220","2011-08-24  10:10:16","22,1","82","8,2","=","40"
"RDP-250","2011-06-06  14:09:06","18,5","89","7,9","=","56"
"RDP-250","2011-06-28  13:07:59","22,4","76","7,9","=","20"
"RDP-250","2011-07-19  13:43:01","25,3","87","7,9","=","150"
"RDP-250","2011-07-25  10:24:20","25,3","79","8","=","350"
"RDP-250","2011-09-26  10:32:59","20","101","8","=","310"
"RDP-250","2011-05-31  14:12:15","17","99","8","=","26"
"RDP-250","2011-06-13  13:05:03","18,8","82","7,6","=","100"
"RDP-250","2011-08-30  10:31:50","20,4","94","8,2","=","120"
"RDP-250","2011-09-05  09:41:19","22,7","95","8","=","290"
"RDP-250","2011-06-22  13:24:00","22,2","80","7,3","=","54"
"RDP-250","2011-07-04  13:11:28","23,8","102","8,1","=","430"
"RDP-250","2011-08-03  10:22:03","24,6","90","7,9","=","380"
"RDP-250","2011-08-15  10:41:00","24,3","82","8","=","400"
"RDP-250","2011-09-14  10:27:15","21","92","7,9","=","210"
"RDP-250","2011-09-20  10:18:22","17,9","105","7,9","=","3300"
"RDP-250","2011-05-17  14:06:41","10,8","90","7,9","=","36"
"RDP-250","2011-05-25  13:32:19","15,6","108","7,9","=","62"
"RDP-250","2011-07-13  13:20:50","24,2","86","7,8","=","100"
"RDP-250","2011-08-09  11:46:51","25,5","77","8","=","210"
"RDP-250","2011-08-24  10:27:57","22,2","84","8,2","=","100"
"RDP-260","2011-06-06  14:21:55","18,6","105","7,6","=","100"
"RDP-260","2011-06-28  13:21:29","22,1","81","7,7","=","25"
"RDP-260","2011-07-19  13:54:03","25,1","89","7,9","=","210"
"RDP-260","2011-07-25  10:35:27","25,2","84","7,9","=","230"
"RDP-260","2011-09-26  10:48:58","20,1","101","7,9","=","170"
"RDP-260","2011-05-31  14:26:06","17,1","104","7,9","=","160"
"RDP-260","2011-06-13  13:47:55","18,7","87","7,8","=","170"
"RDP-260","2011-08-30  10:48:50","20,1","105","8,1","=","120"
"RDP-260","2011-09-05  09:51:22","22,7","90","7,9","=","290"
"RDP-260","2011-05-17  14:19:01","10,8","99","7,9","=","45"
"RDP-260","2011-06-22  13:38:28","21,9","85","7,4","=","38"
"RDP-260","2011-07-04  13:23:22","23,3","106","7,8","=","160"
"RDP-260","2011-08-03  10:34:51","24,3","92","7,9","=","360"
"RDP-260","2011-08-15  10:54:24","24,2","84","8","=","700"
"RDP-260","2011-09-14  10:39:37","20,7","112","7,8","=","220"
"RDP-260","2011-09-20  10:32:27","17,8","115","7,9","=","3200"
"RDP-260","2011-05-25  13:44:56","15,5","115","7,8","=","38"
"RDP-260","2011-07-13  13:33:03","24,3","93","7,6","=","54"
"RDP-260","2011-08-09  12:04:03","25,5","76","7,9","=","150"
"RDP-260","2011-08-24  10:41:38","22,1","87","7,9","=","63"
"RDP-280","2011-06-06  14:32:02","18,7","93","7,6","=","580"
"RDP-280","2011-06-28  13:36:19","22,4","80","7,6","=","550"
"RDP-280","2011-07-19  14:06:58","25,9","89","8,6","=","170"
"RDP-280","2011-07-25  10:47:56","25,1","83","8,2","=","240"
"RDP-280","2011-09-26  10:59:25","19,6","106","8","=","250"
"RDP-280","2011-05-31  14:37:31","17,2","101","7,9","=","110"
"RDP-280","2011-06-13  14:00:24","18,7","84","7,8","=","1100"
"RDP-280","2011-08-30  11:02:53","19,6","106","8,2","=","550"
"RDP-280","2011-09-05  10:01:26","22,6","106","7,8","=","600"
"RDP-280","2011-05-17  14:30:06","10,8","92","7,9","=","380"
"RDP-280","2011-06-22  13:51:11","22,5","84","7,8","=","580"
"RDP-280","2011-07-04  13:33:59","23,9","107","7,6","=","430"
"RDP-280","2011-08-03  10:46:39","24,1","93","8,1","=","600"
"RDP-280","2011-08-15  11:06:19","24","90","8,3","=","560"
"RDP-280","2011-09-14  10:50:38","20,6","107","7,8","=","330"
"RDP-280","2011-09-20  10:43:58","17,3","118","7,9","=","340"
"RDP-280","2011-05-25  13:58:51","15,8","111","7,7","=","330"
"RDP-280","2011-07-13  13:46:15","24,4","90","7,8","=","160"
"RDP-280","2011-08-09  12:16:39","25,3","80","8,5","=","160"
"RDP-280","2011-08-24  10:52:32","21,7","91","8,1","=","300"
"RDP-290","2011-06-06  14:40:53","19,2","94","7,8","=","350"
"RDP-290","2011-06-28  13:45:20","22,7","80","7,7","=","300"
"RDP-290","2011-07-19  14:17:11","26,2","88","8,4","=","380"
"RDP-290","2011-07-25  10:57:25","25,1","83","7,7","=","1400"
"RDP-290","2011-09-26  11:09:32","20,1","106","7,3","=","140"
"RDP-290","2011-05-31  14:50:32","17,9","102","7,7","=","78"
"RDP-290","2011-06-13  14:09:49","18,8","83","7,7","=","590"
"RDP-290","2011-08-30  11:12:56","19,9","141","7,2","=","150"
"RDP-290","2011-09-05  10:08:42","22,5","136","7,2","=","590"
"RDP-290","2011-05-17  14:41:11","10,9","91","7,8","=","200"
"RDP-290","2011-06-22  14:00:56","22,4","86","7,7","=","370"
"RDP-290","2011-07-04  13:43:46","23,9","108","7,7","=","340"
"RDP-290","2011-08-03  10:55:33","24","120","7,5","=","360"
"RDP-290","2011-08-15  11:15:37","24,2","140","7,6","=","600"
"RDP-290","2011-09-14  10:58:07","20,7","124","7,5","=","440"
"RDP-290","2011-09-20  10:54:17","17,7","153","6,9","=","1300"
"RDP-290","2011-05-25  14:10:48","16,2","110","7,8","=","100"
"RDP-290","2011-07-13  13:56:06","24,2","88","7,8","=","180"
"RDP-290","2011-08-09  12:24:30","25,8","79","8,7","=","120"
"RDP-290","2011-08-24  11:05:32","22,2","106","7,2","=","300"
"RDP-30","2011-06-06  09:21:41","17,9","89","8,9","=","10"
"RDP-30","2011-06-28  08:52:55","21,2","75","8","=","8"
"RDP-30","2011-07-19  09:12:02","24,1","90","8,2","=","16"
"RDP-30","2011-08-25  08:38:21","21,9","88","8,1","=","48"
"RDP-30","2011-05-31  09:38:57","16,6","99","7,9","=","7"
"RDP-30","2011-06-13  09:25:03","18,7","83","8","=","5"
"RDP-30","2011-09-15  08:31:57","18,5","109","7,8","=","350"
"RDP-30","2011-05-17  09:53:08","10,4","88","8,2","=","27"
"RDP-30","2011-06-22  09:10:26","20,9","78","8,3","=","3"
"RDP-30","2011-07-04  09:11:09","23,7","110","8,1","=","66"
"RDP-30","2011-05-25  09:07:42","14,7","109","8,1","=","11"
"RDP-30","2011-07-13  08:50:00","23,5","130","7,8","=","5"
"RDP-30","2011-07-28  08:56:13","24,6","76","8,2","=","2"
"RDP-30","2011-08-04  08:15:49","22,8","94","7,9","<","2"
"RDP-30","2011-08-11  08:34:30","21,7","103","7,9","=","18"
"RDP-30","2011-08-18  08:16:46","23,4","87","8,6","<","2"
"RDP-30","2011-09-01  08:32:41","19,8","98","8,4","=","98"
"RDP-30","2011-09-08  08:35:03","19,7","96","8,1","=","3"
"RDP-30","2011-09-22  08:48:06","18,7","103","8,2","=","3"
"RDP-30","2011-09-28  10:12:41","18,8","103","7,2","=","2"
"RDP-305","2011-06-06  14:54:16","19","91","7,9","=","250"
"RDP-305","2011-06-28  13:58:54","22,6","76","7,5","=","180"
"RDP-305","2011-07-19  14:28:08","27","89","8,4","=","700"
"RDP-305","2011-07-25  11:08:43","25,6","91","8,1","=","260"
"RDP-305","2011-09-26  11:21:10","20,4","100","7,6","=","130"
"RDP-305","2011-05-31  15:03:15","17,8","101","7,6","=","170"
"RDP-305","2011-06-13  14:35:02","18,4","83","7,6","=","700"
"RDP-305","2011-08-30  11:30:01","20,9","90","8,3","=","1800"
"RDP-305","2011-09-05  10:18:48","22,8","111","7,7","=","500"
"RDP-305","2011-05-17  14:52:01","10,9","89","7,8","=","72"
"RDP-305","2011-06-22  14:11:47","22,8","79","7,7","=","270"
"RDP-305","2011-07-04  13:55:34","26,3","103","7,6","=","590"
"RDP-305","2011-08-03  11:06:46","24,6","90","7,9","=","1100"
"RDP-305","2011-08-15  11:26:53","24,2","83","8,1","=","530"
"RDP-305","2011-09-14  11:08:04","21,1","93","7,9","=","1100"
"RDP-305","2011-09-20  11:10:39","18,1","104","7,5","=","1200"
"RDP-305","2011-05-25  14:29:17","16,7","109","7,8","=","73"
"RDP-305","2011-07-13  14:07:34","23,9","88","7,9","=","330"
"RDP-305","2011-08-09  12:36:20","26,3","79","8,5","=","200"
"RDP-305","2011-08-24  11:18:10","22,7","119","7,6","=","2700"
"RDP-310","2011-06-28  14:10:11","22,3","77","7,5","=","46"
"RDP-310","2011-07-19  14:40:34","25,2","85","8","=","140"
"RDP-310","2011-07-25  11:19:33","25,3","80","8","=","88"
"RDP-310","2011-09-26  11:33:21","20,1","95","7,8","=","82"
"RDP-310","2011-06-06  15:07:06","18,6","100","7,7","=","84"
"RDP-310","2011-08-30  11:41:40","20,3","91","8,1","=","1400"
"RDP-310","2011-09-05  10:27:14","22,6","95","8","=","2400"
"RDP-310","2011-05-31  15:21:57","17,4","100","7,8","=","78"
"RDP-310","2011-06-13  14:45:23","18,7","83","7,6","=","110"
"RDP-310","2011-06-22  14:22:47","21,9","78","7,6","=","50"
"RDP-310","2011-07-04  15:31:51","23,7","102","7,8","=","430"
"RDP-310","2011-08-03  11:19:59","24,1","87","8","=","150"
"RDP-310","2011-08-15  11:36:50","24,3","80","8,2","=","470"
"RDP-310","2011-09-14  11:17:22","20,8","90","7,9","=","410"
"RDP-310","2011-09-20  11:21:20","17,8","102","7,7","=","600"
"RDP-310","2011-05-17  15:02:31","11,1","101","7,8","=","63"
"RDP-310","2011-07-13  14:18:12","23,9","86","7,8","=","70"
"RDP-310","2011-08-09  12:46:34","25,5","77","8,3","=","68"
"RDP-310","2011-08-24  11:27:29","22,3","83","7,8","=","300"
"RDP-310","2011-05-25  14:43:19","15,6","109","7,7","=","86"
"RDP-320","2011-06-06  15:19:45","18,9","90","7,7","=","45"
"RDP-320","2011-06-28  14:23:43","22,2","74","7,6","=","44"
"RDP-320","2011-07-19  14:49:24","25,2","86","8","=","160"
"RDP-320","2011-07-25  11:28:57","25,4","79","7,9","=","120"
"RDP-320","2011-09-26  11:41:13","20,1","95","7,9","=","250"
"RDP-320","2011-05-31  15:38:39","17,3","99","7,8","=","40"
"RDP-320","2011-06-13  14:54:57","18,7","80","7,7","=","1300"
"RDP-320","2011-08-30  11:49:46","20,4","88","8,1","=","1900"
"RDP-320","2011-09-05  10:34:53","23","94","7,8","=","2400"
"RDP-320","2011-05-17  15:12:33","10,9","86","7,8","=","81"
"RDP-320","2011-06-22  14:31:08","21,9","77","7,6","=","18"
"RDP-320","2011-07-04  14:09:00","23,4","100","7,8","=","1000"
"RDP-320","2011-08-03  11:32:02","24,9","86","7,9","=","520"
"RDP-320","2011-08-15  11:46:20","24,4","81","7,9","=","900"
"RDP-320","2011-09-14  11:26:25","21","91","7,9","=","1000"
"RDP-320","2011-09-20  11:29:51","18","99","7,7","=","910"
"RDP-320","2011-05-25  14:52:21","15,8","106","7,8","=","50"
"RDP-320","2011-07-13  14:28:40","24,2","86","7,7","=","99"
"RDP-320","2011-08-09  12:55:59","25,8","76","8,1","=","130"
"RDP-320","2011-08-24  11:36:03","22,5","83","7,9","=","1600"
"RDP-330","2011-06-06  15:30:02","18,7","88","7,8","=","58"
"RDP-330","2011-06-28  14:33:17","22,2","77","7,6","=","320"
"RDP-330","2011-07-19  15:01:49","25,3","86","7,9","=","140"
"RDP-330","2011-07-25  11:40:30","25,3","80","8,1","=","110"
"RDP-330","2011-09-26  11:49:18","20,2","95","7,8","=","76"
"RDP-330","2011-05-31  15:52:01","17,2","98","7,8","=","26"
"RDP-330","2011-06-13  15:06:57","18,8","81","7,6","=","430"
"RDP-330","2011-08-30  11:58:34","20,1","89","8,1","=","700"
"RDP-330","2011-09-05  10:43:45","22,9","93","8","=","1500"
"RDP-330","2011-05-17  15:24:08","10,8","88","7,8","=","90"
"RDP-330","2011-06-22  14:45:23","22","77","7,6","=","33"
"RDP-330","2011-07-04  14:22:12","23,3","101","7,8","=","1200"
"RDP-330","2011-08-03  11:41:30","24,5","88","7,9","=","280"
"RDP-330","2011-08-15  11:56:39","24,3","81","8","=","2400"
"RDP-330","2011-09-14  11:36:26","21","91","7,9","=","1600"
"RDP-330","2011-09-20  11:39:13","17,9","102","7,7","=","300"
"RDP-330","2011-05-25  15:03:23","15,8","106","7,7","=","31"
"RDP-330","2011-07-13  14:38:55","24","86","7,7","=","240"
"RDP-330","2011-08-09  13:05:16","25,7","66","8,1","=","76"
"RDP-330","2011-08-24  11:45:58","22,3","83","8,1","=","280"
"RDP-35","2011-06-06  09:39:00","18,5","90","8,2","=","5"
"RDP-35","2011-06-28  09:08:44","22","90","7,9","=","25"
"RDP-35","2011-07-19  09:26:39","24,2","101","8,4","=","11"
"RDP-35","2011-08-25  08:52:09","21,4","112","7,8","<","2"
"RDP-35","2011-05-31  09:53:37","18","101","7,8","=","10"
"RDP-35","2011-06-13  09:42:45","18,3","88","8,1","=","36"
"RDP-35","2011-09-15  08:46:25","16,7","152","7,8","=","350"
"RDP-35","2011-05-17  10:10:44","10,3","89","8,1","=","36"
"RDP-35","2011-06-22  09:36:17","21,7","103","8,3","=","25"
"RDP-35","2011-07-04  09:29:34","24,8","101","8,1","=","15"
"RDP-35","2011-05-25  09:22:00","15,2","117","8,1","=","15"
"RDP-35","2011-07-13  09:03:16","23,9","91","8","=","13"
"RDP-35","2011-07-28  09:10:15","23,9","91","8,5","=","3"
"RDP-35","2011-08-04  08:27:55","21,2","118","7,9","=","21"
"RDP-35","2011-08-11  08:49:19","20,9","97","8","=","50"
"RDP-35","2011-08-18  08:32:23","22,2","108","8,3","=","3"
"RDP-35","2011-09-01  08:47:47","18,3","156","7,9","=","66"
"RDP-35","2011-09-08  08:49:19","17,7","170","7,9","=","280"
"RDP-35","2011-09-22  09:02:06","18","157","7,8","=","73"
"RDP-35","2011-09-28  10:31:03","17","155","7,5","=","410"
"RDP-350","2011-06-06  15:43:55","18,5","88","7,9","=","42"
"RDP-350","2011-06-28  14:45:06","22,4","74","7,6","=","31"
"RDP-350","2011-07-19  15:12:16","25,3","85","8","=","210"
"RDP-350","2011-07-25  11:52:38","25,4","79","7,8","=","110"
"RDP-350","2011-09-26  11:58:13","20,2","95","7,8","=","64"
"RDP-350","2011-05-31  16:06:47","17,2","97","7,7","=","21"
"RDP-350","2011-06-13  15:20:02","19","81","7,6","=","430"
"RDP-350","2011-08-30  12:09:47","20,3","88","8","=","700"
"RDP-350","2011-09-05  10:53:02","23,1","93","7,9","=","3000"
"RDP-350","2011-05-17  15:37:56","10,8","86","7,9","=","190"
"RDP-350","2011-06-22  15:00:59","21,9","76","7,6","=","40"
"RDP-350","2011-07-04  14:31:46","23,2","100","7,5","=","1200"
"RDP-350","2011-08-03  11:54:01","24,9","86","7,9","=","440"
"RDP-350","2011-08-15  12:08:33","24,4","81","8","=","1700"
"RDP-350","2011-09-14  11:48:15","21,2","90","7,8","=","1700"
"RDP-350","2011-09-20  11:48:56","18","98","7,7","=","470"
"RDP-350","2011-05-25  15:16:31","15,6","105","7,7","=","31"
"RDP-350","2011-07-13  14:51:05","24,3","85","7,6","=","18"
"RDP-350","2011-08-09  13:14:50","25,8","75","8,2","=","62"
"RDP-350","2011-08-24  11:57:33","22,3","82","7,8","=","210"
"RDP-360","2011-06-06  16:07:52","19,3","94","7,9","=","42"
"RDP-360","2011-06-28  15:03:50","23,3","77","7,8","=","92"
"RDP-360","2011-07-19  15:28:03","26,3","86","8,2","=","270"
"RDP-360","2011-07-25  12:06:15","25,7","80","8,1","=","110"
"RDP-360","2011-09-26  12:12:24","20,3","97","7,9","=","370"
"RDP-360","2011-05-31  16:29:34","17,9","101","7,7","=","46"
"RDP-360","2011-06-13  15:40:23","18,7","85","7,7","=","2100"
"RDP-360","2011-08-30  12:30:53","20,4","89","8","=","600"
"RDP-360","2011-09-05  11:16:10","23,1","95","7,8","=","1500"
"RDP-360","2011-05-17  16:04:01","11","137","7,5","=","110"
"RDP-360","2011-06-22  15:18:43","22,7","82","7,9","=","45"
"RDP-360","2011-07-04  14:49:25","24,2","102","7,8","=","1900"
"RDP-360","2011-08-03  12:09:54","25","87","8,1","=","420"
"RDP-360","2011-08-15  12:22:56","24,6","82","8,2","=","1200"
"RDP-360","2011-09-14  12:10:31","21,3","92","8","=","1800"
"RDP-360","2011-09-20  12:03:23","18,2","98","7,8","=","180"
"RDP-360","2011-05-25  15:33:29","17","114","7,9","=","31"
"RDP-360","2011-07-13  15:07:43","24,4","87","7,8","=","150"
"RDP-360","2011-08-09  13:28:17","26,1","76","8,3","=","88"
"RDP-360","2011-08-24  12:19:13","22,6","83","8,1","=","220"
"RDP-370","2011-09-26  12:16:54","20,6","95","7,8","=","64"
"RDP-370","2011-06-06  16:13:03","18,6","88","7,9","=","34"
"RDP-370","2011-06-28  15:08:43","22,2","73","7,3","=","70"
"RDP-370","2011-07-19  15:32:09","25,7","85","8","=","390"
"RDP-370","2011-07-25  12:13:28","25,5","79","7,7","=","70"
"RDP-370","2011-08-30  12:35:08","20,2","87","8","=","1600"
"RDP-370","2011-09-05  11:09:50","23,3","93","7,8","=","2100"
"RDP-370","2011-05-31  16:35:18","17,3","98","7,6","=","28"
"RDP-370","2011-06-13  15:46:07","18,9","81","7,7","=","2500"
"RDP-370","2011-08-15  12:27:13","24,4","80","7,9","=","2100"
"RDP-370","2011-09-14  12:14:20","21,4","92","7,8","=","5300"
"RDP-370","2011-09-20  12:07:37","18,1","96","7,8","=","110"
"RDP-370","2011-05-17  16:09:28","10,8","85","7,6","=","81"
"RDP-370","2011-06-22  15:23:56","22,2","76","7,6","=","27"
"RDP-370","2011-07-04  14:54:47","23,5","100","7,5","=","900"
"RDP-370","2011-08-03  12:19:47","25,2","85","7,8","=","800"
"RDP-370","2011-08-24  12:25:08","22,2","82","7,9","=","140"
"RDP-370","2011-05-25  15:39:51","15,9","104","7,7","=","16"
