"Année-Mois";"Station";"Engin";"Latitude";"Longitude";"Secteur";"Espèce";"Commentaires";"Présence / Absence"
"2002-09";"F004";"Filet maillant";"46.15048";"-72.96258";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2012-09";"F105";"Filet maillant";"46.38264";"-72.46997";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2012-09";"F04";"Filet maillant";"45.06319";"-73.09921";"Baie Missisquoi";"Perchaude";"";"Présence"
"2009-09";"F032";"Filet maillant";"46.24687";"-72.83045";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2005-09";"F11";"Filet maillant";"45.33857";"-73.82134";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1997-09";"F17";"Filet maillant";"46.16556";"-72.85222";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2011-09";"F37";"Filet maillant";"45.38215";"-73.88857";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2012-09";"F10";"Filet maillant";"45.0256";"-73.12592";"Baie Missisquoi";"Perchaude";"";"Présence"
"2010-09";"F311";"Filet maillant";"45.52324";"-74.24236";"Lac des Deux-Montagnes";"Perchaude";"";"Présence"
"1996-09";"F10";"Filet maillant";"45.22028";"-74.22944";"Lac Saint-François";"Perchaude";"";"Présence"
"1996-09";"F12";"Filet maillant";"45.21111";"-74.26778";"Lac Saint-François";"Perchaude";"";"Présence"
"2003-09";"F264";"Filet maillant";"46.05667";"-73.08742";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Absence"
"1997-09";"F103";"Filet maillant";"46.63639";"-71.69333";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"1997-09";"F1";"Filet maillant";"46.65722";"-71.74";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2003-09";"F256";"Filet maillant";"46.13553";"-73.0444";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2011-09";"F18";"Filet maillant";"45.36448";"-73.79308";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1997-09";"F1";"Filet maillant";"45.31917";"-73.88028";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2001-09";"F68";"Filet maillant";"45.82813";"-73.345";"Montréal-Sorel";"Perchaude";"";"Présence"
"1997-09";"F5";"Filet maillant";"45.33389";"-73.83167";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2001-09";"F63";"Filet maillant";"45.78815";"-73.3433";"Montréal-Sorel";"Perchaude";"";"Absence"
"1995-09";"F118";"Filet maillant";"46.11139";"-73.09028";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-10";"F78";"Filet maillant";"46.154934";"-72.849335";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-09";"F112";"Filet maillant";"46.234573";"-72.72333";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1996-09";"F122";"Filet maillant";"45.14583";"-74.39444";"Lac Saint-François";"Perchaude";"";"Présence"
"1997-09";"F15";"Filet maillant";"45.39083";"-73.77083";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2012-08";"F148";"Filet maillant";"46.44271";"-72.25274";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2010-09";"F231";"Filet maillant";"46.1078";"-73.02816";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"1997-09";"F11";"Filet maillant";"46.67167";"-71.80278";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2002-09";"F014";"Filet maillant";"46.19298";"-72.90948";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2011-09";"F60";"Filet maillant";"45.41171";"-73.83223";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2004-09";"F224";"Filet maillant";"45.20647";"-74.27949";"Lac Saint-François";"Perchaude";"";"Présence"
"2012-10";"F48";"Filet maillant";"45.12895";"-73.25397";"Haut-Richelieu";"Perchaude";"";"Présence"
"2004-09";"F245";"Filet maillant";"45.12214";"-74.44779";"Lac Saint-François";"Perchaude";"";"Présence"
"2012-09";"F115";"Filet maillant";"46.3906";"-72.41175";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"1997-09";"F21";"Filet maillant";"46.1925";"-72.7925";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2010-09";"F333";"Filet maillant";"45.46949";"-73.98233";"Lac des Deux-Montagnes";"Perchaude";"";"Présence"
"1996-09";"F124";"Filet maillant";"45.15639";"-74.38472";"Lac Saint-François";"Perchaude";"";"Présence"
"2012-10";"F54";"Filet maillant";"45.1478";"-73.25898";"Haut-Richelieu";"Perchaude";"";"Présence"
"2010-09";"F230";"Filet maillant";"46.10995";"-73.04468";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2010-09";"F227";"Filet maillant";"46.16235";"-72.99625";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2007-09";"F010";"Filet maillant";"46.17223";"-72.94383";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2001-09";"F16";"Filet maillant";"45.64269";"-73.45208";"Montréal-Sorel";"Perchaude";"";"Présence"
"1997-09";"F59";"Filet maillant";"46.68306";"-71.57472";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2005-09";"F26";"Filet maillant";"45.32376";"-73.92112";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2006-09";"F08";"Filet maillant";"46.6731";"-71.88893";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"1997-09";"F57";"Filet maillant";"46.68778";"-71.60861";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2007-09";"F031";"Filet maillant";"46.23671";"-72.83171";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2002-09";"F046";"Filet maillant";"46.26713";"-72.75248";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2014-09";"F255";"Filet maillant";"45.237";"-74.2423";"Lac Saint-François";"Perchaude";"";"Présence"
"2012-09";"F118";"Filet maillant";"46.40498";"-72.40601";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2013-09";"F3";"Filet maillant";"46.150364";"-72.97531";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-10";"F37";"Filet maillant";"45.382256";"-73.88853";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2003-09";"F262";"Filet maillant";"46.04477";"-73.14555";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Absence"
"2003-09";"F233";"Filet maillant";"46.116";"-73.01628";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Absence"
"2011-09";"F014";"Filet maillant";"46.19314";"-72.9088";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2002-09";"F035";"Filet maillant";"46.24995";"-72.81577";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2006-09";"F30";"Filet maillant";"46.67424";"-71.86863";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2001-09";"F139";"Filet maillant";"46.42743";"-72.29047";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2013-08";"F75";"Filet maillant";"46.17095";"-72.8822";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1996-09";"F31";"Filet maillant";"46.43722";"-72.25917";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"1996-09";"F27";"Filet maillant";"46.40667";"-72.35";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2006-09";"F11";"Filet maillant";"46.68199";"-71.84393";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2010-09";"F225";"Filet maillant";"46.14658";"-73.02487";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Absence"
"2002-09";"F116";"Filet maillant";"46.25663";"-72.70538";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2011-09";"F109";"Filet maillant";"46.2255";"-72.7375";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"1997-09";"F62";"Filet maillant";"46.69167";"-71.525";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2006-09";"F36";"Filet maillant";"46.65758";"-71.8015";"Grondines-Saint-Nicolas";"Perchaude";"";"Présence"
"2003-09";"F224";"Filet maillant";"46.14033";"-73.04362";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"1997-09";"F107";"Filet maillant";"45.3625";"-73.82667";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2006-09";"F13";"Filet maillant";"46.67456";"-71.81855";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2013-09";"F49";"Filet maillant";"46.26909";"-72.719734";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2002-09";"F010";"Filet maillant";"46.17118";"-72.94475";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1996-09";"F110";"Filet maillant";"45.17833";"-74.30889";"Lac Saint-François";"Perchaude";"";"Présence"
"2002-09";"F012";"Filet maillant";"46.18178";"-72.92833";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2010-09";"F14";"Filet maillant";"45.64281";"-73.48398";"Montréal-Sorel";"Perchaude";"";"Présence"
"2002-09";"F105";"Filet maillant";"46.21288";"-72.75465";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2010-09";"F1";"Filet maillant";"45.56813";"-73.50343";"Montréal-Sorel";"Perchaude";"";"Présence"
"1995-09";"F47";"Filet maillant";"46.18806";"-72.75917";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2009-09";"F226";"Filet maillant";"45.18165";"-74.27087";"Lac Saint-François";"Perchaude";"";"Présence"
"2002-09";"F097";"Filet maillant";"46.19213";"-72.78595";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2001-09";"F49";"Filet maillant";"45.74639";"-73.41706";"Montréal-Sorel";"Perchaude";"";"Absence"
"2001-09";"F103";"Filet maillant";"46.37898";"-72.48376";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2014-09";"F237";"Filet maillant";"45.1422";"-74.367";"Lac Saint-François";"Perchaude";"";"Présence"
"2009-09";"F218";"Filet maillant";"45.20637";"-74.24482";"Lac Saint-François";"Perchaude";"";"Présence"
"1995-09";"F34";"Filet maillant";"46.13278";"-72.90278";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2009-09";"F010";"Filet maillant";"46.1715";"-72.94409";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1996-09";"F13";"Filet maillant";"46.51444";"-72.23667";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2001-09";"F93";"Filet maillant";"45.91831";"-73.21689";"Montréal-Sorel";"Perchaude";"";"Présence"
"2008-09";"F135";"Filet maillant";"46.41868";"-72.30439";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2004-09";"F243";"Filet maillant";"45.11728";"-74.43389";"Lac Saint-François";"Perchaude";"";"Présence"
"1996-09";"F25";"Filet maillant";"46.43111";"-72.3075";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2013-09";"F69";"Filet maillant";"46.16024";"-72.896095";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2012-09";"F14";"Filet maillant";"45.02021";"-73.17802";"Baie Missisquoi";"Perchaude";"";"Présence"
"1997-09";"F1";"Filet maillant";"46.16917";"-72.9825";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-10";"F19";"Filet maillant";"46.212154";"-72.89148";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1996-09";"F32";"Filet maillant";"45.16722";"-74.36028";"Lac Saint-François";"Perchaude";"";"Absence"
"2007-09";"F014";"Filet maillant";"46.19389";"-72.90918";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-10";"F74";"Filet maillant";"45.428635";"-73.7762";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1995-09";"F49";"Filet maillant";"46.19611";"-72.73";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2009-09";"F250";"Filet maillant";"45.23552";"-74.1958";"Lac Saint-François";"Perchaude";"";"Absence"
"2012-10";"F90";"Filet maillant";"45.25281";"-73.24699";"Haut-Richelieu";"Perchaude";"";"Présence"
"2010-09";"F237";"Filet maillant";"46.12732";"-72.98708";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2001-09";"F142";"Filet maillant";"46.44542";"-72.28592";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2007-09";"F111";"Filet maillant";"46.24095";"-72.73095";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"1995-09";"F115";"Filet maillant";"46.07972";"-73.12806";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"1996-09";"F33";"Filet maillant";"45.14222";"-74.38417";"Lac Saint-François";"Perchaude";"";"Absence"
"2009-09";"F214";"Filet maillant";"45.20277";"-74.2275";"Lac Saint-François";"Perchaude";"";"Présence"
"2011-09";"F11";"Filet maillant";"45.3389";"-73.82004";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2007-09";"F094";"Filet maillant";"46.19302";"-72.79992";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2009-09";"F206";"Filet maillant";"45.21156";"-74.19724";"Lac Saint-François";"Perchaude";"";"Présence"
"2010-09";"F242";"Filet maillant";"46.0597";"-73.18053";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-10";"F02";"Filet maillant";"45.32019";"-73.88461";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2006-09";"F16";"Filet maillant";"46.66151";"-71.77488";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"1997-09";"F36";"Filet maillant";"45.39194";"-73.82639";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2012-09";"F104";"Filet maillant";"46.37527";"-72.46228";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2002-09";"F018";"Filet maillant";"46.20362";"-72.89663";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2010-09";"F320";"Filet maillant";"45.46934";"-74.13774";"Lac des Deux-Montagnes";"Perchaude";"";"Absence"
"1996-09";"F25";"Filet maillant";"45.12167";"-74.42278";"Lac Saint-François";"Perchaude";"";"Absence"
"1996-09";"F2";"Filet maillant";"46.4";"-72.35694";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"1997-09";"F112";"Filet maillant";"46.7125";"-71.50889";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2010-09";"F49";"Filet maillant";"45.74795";"-73.41583";"Montréal-Sorel";"Perchaude";"";"Absence"
"2011-09";"F58";"Filet maillant";"45.39141";"-73.83261";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2001-09";"F30";"Filet maillant";"45.67992";"-73.48522";"Montréal-Sorel";"Perchaude";"";"Présence"
"2010-09";"F216";"Filet maillant";"46.09174";"-73.12202";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"1996-09";"F11";"Filet maillant";"46.49667";"-72.22444";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"1995-09";"F122";"Filet maillant";"46.12472";"-73.07722";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Absence"
"2002-09";"F040";"Filet maillant";"46.24743";"-72.78507";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1997-09";"F6";"Filet maillant";"45.34444";"-73.82028";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2010-09";"F318";"Filet maillant";"45.47115";"-74.1611";"Lac des Deux-Montagnes";"Perchaude";"";"Présence"
"1997-09";"F6";"Filet maillant";"46.64";"-71.76806";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2002-09";"F029";"Filet maillant";"46.22562";"-72.83307";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2009-09";"F260";"Filet maillant";"45.20669";"-74.30351";"Lac Saint-François";"Perchaude";"";"Présence"
"2010-09";"F235";"Filet maillant";"46.13165";"-72.99255";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2010-09";"F348";"Filet maillant";"45.42594";"-74.04001";"Lac des Deux-Montagnes";"Perchaude";"";"Présence"
"2001-09";"F77";"Filet maillant";"45.85132";"-73.2815";"Montréal-Sorel";"Perchaude";"";"Absence"
"1997-09";"F55";"Filet maillant";"46.6625";"-71.63444";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2009-09";"F67";"Filet maillant";"45.42054";"-73.8021";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2011-09";"F63";"Filet maillant";"45.40174";"-73.81982";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2001-09";"F69";"Filet maillant";"45.81963";"-73.33767";"Montréal-Sorel";"Perchaude";"";"Présence"
"2013-09";"F73";"Filet maillant";"46.14975";"-72.87966";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2011-09";"F42";"Filet maillant";"45.38247";"-73.87888";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2011-09";"F089";"Filet maillant";"46.19597";"-72.8368";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2003-09";"F206";"Filet maillant";"46.12732";"-73.11398";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Absence"
"2008-09";"F114";"Filet maillant";"46.38753";"-72.41011";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"1995-09";"F128";"Filet maillant";"46.08111";"-73.06167";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2008-09";"F161";"Filet maillant";"46.49588";"-72.22458";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2013-09";"F92";"Filet maillant";"46.19258";"-72.82094";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2011-09";"F112";"Filet maillant";"46.23628";"-72.721";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"1997-09";"F25";"Filet maillant";"45.37111";"-73.87222";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1997-09";"F105";"Filet maillant";"45.34444";"-73.85833";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2004-09";"F246";"Filet maillant";"45.249";"-74.17667";"Lac Saint-François";"Perchaude";"";"Présence"
"2010-09";"F24";"Filet maillant";"45.66751";"-73.48903";"Montréal-Sorel";"Perchaude";"";"Absence"
"2006-09";"F35";"Filet maillant";"46.66113";"-71.81309";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2003-09";"F260";"Filet maillant";"46.0304";"-73.15853";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Absence"
"1997-09";"F14";"Filet maillant";"46.65444";"-71.80944";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2008-09";"F102";"Filet maillant";"46.36855";"-72.47825";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"1996-09";"F138";"Filet maillant";"45.19833";"-74.31833";"Lac Saint-François";"Perchaude";"";"Présence"
"1997-09";"F44";"Filet maillant";"46.60528";"-71.97778";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2013-09";"F1";"Filet maillant";"46.13584";"-72.97289";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2002-09";"F056";"Filet maillant";"46.26905";"-72.65867";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2010-09";"F257";"Filet maillant";"46.12332";"-73.04261";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Absence"
"1996-09";"F117";"Filet maillant";"45.09833";"-74.41444";"Lac Saint-François";"Perchaude";"";"Présence"
"2003-09";"F249";"Filet maillant";"46.06152";"-73.11688";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Absence"
"1995-09";"F35";"Filet maillant";"46.13917";"-72.88556";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2010-09";"F307";"Filet maillant";"45.50643";"-74.26432";"Lac des Deux-Montagnes";"Perchaude";"";"Présence"
"2009-09";"F33";"Filet maillant";"45.34958";"-73.89317";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1996-09";"F136";"Filet maillant";"45.21194";"-74.29611";"Lac Saint-François";"Perchaude";"";"Présence"
"2011-09";"F076";"Filet maillant";"46.14878";"-72.86455";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1997-09";"F29";"Filet maillant";"45.3875";"-73.86889";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2010-09";"F86";"Filet maillant";"45.89102";"-73.23388";"Montréal-Sorel";"Perchaude";"";"Présence"
"2009-09";"F117";"Filet maillant";"46.24808";"-72.68792";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2012-09";"F06";"Filet maillant";"45.045";"-73.11214";"Baie Missisquoi";"Perchaude";"";"Présence"
"1997-09";"F108";"Filet maillant";"45.36806";"-73.82";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2001-09";"F70";"Filet maillant";"45.81236";"-73.32306";"Montréal-Sorel";"Perchaude";"";"Absence"
"2012-08";"F145";"Filet maillant";"46.43743";"-72.25831";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"1997-09";"F40";"Filet maillant";"46.61917";"-71.95167";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2010-09";"F302";"Filet maillant";"45.56054";"-74.36656";"Lac des Deux-Montagnes";"Perchaude";"";"Absence"
"2014-09";"F211";"Filet maillant";"45.1978";"-74.2046";"Lac Saint-François";"Perchaude";"";"Présence"
"2003-09";"F221";"Filet maillant";"46.10858";"-73.07332";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2011-09";"F21";"Filet maillant";"45.381";"-73.78284";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2001-09";"F161";"Filet maillant";"46.49476";"-72.22473";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2010-09";"F339";"Filet maillant";"45.52152";"-73.90624";"Lac des Deux-Montagnes";"Perchaude";"";"Présence"
"2009-09";"F209";"Filet maillant";"45.21531";"-74.2166";"Lac Saint-François";"Perchaude";"";"Présence"
"2001-09";"F54";"Filet maillant";"45.75713";"-73.39727";"Montréal-Sorel";"Perchaude";"";"Absence"
"2012-09";"F137";"Filet maillant";"46.43708";"-72.30057";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2011-09";"F27";"Filet maillant";"45.3328";"-73.93078";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1997-09";"F13";"Filet maillant";"45.36889";"-73.78167";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2011-09";"F9";"Filet maillant";"45.34486";"-73.85101";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2004-09";"F250";"Filet maillant";"45.2353";"-74.19447";"Lac Saint-François";"Perchaude";"";"Présence"
"2012-10";"F36";"Filet maillant";"45.10597";"-73.29068";"Haut-Richelieu";"Perchaude";"";"Présence"
"2007-09";"F025";"Filet maillant";"46.2346";"-72.85601";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2001-09";"F146";"Filet maillant";"46.45116";"-72.26492";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2010-09";"F204";"Filet maillant";"46.09876";"-73.13217";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"1995-09";"F8";"Filet maillant";"46.17611";"-72.95472";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2007-09";"F087";"Filet maillant";"46.17196";"-72.83145";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1995-09";"F106";"Filet maillant";"46.12667";"-73.11333";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2011-09";"F38";"Filet maillant";"45.39077";"-73.88824";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2008-09";"F103";"Filet maillant";"46.3788";"-72.48401";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"1997-09";"F48";"Filet maillant";"46.59028";"-71.99778";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2008-09";"F159";"Filet maillant";"46.49694";"-72.24809";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2002-09";"F058";"Filet maillant";"46.12817";"-72.9433";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1997-09";"F43";"Filet maillant";"46.59972";"-71.99778";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2013-09";"F37";"Filet maillant";"46.237076";"-72.79958";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2010-09";"F212";"Filet maillant";"46.16461";"-73.00823";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2004-09";"F236";"Filet maillant";"45.15285";"-74.37023";"Lac Saint-François";"Perchaude";"";"Présence"
"1997-09";"F52";"Filet maillant";"46.63583";"-71.71028";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2010-09";"F22";"Filet maillant";"45.65754";"-73.47365";"Montréal-Sorel";"Perchaude";"";"Présence"
"2011-09";"F2";"Filet maillant";"45.32026";"-73.88416";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1997-09";"F24";"Filet maillant";"45.37722";"-73.88139";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2010-09";"F313";"Filet maillant";"45.50702";"-74.21583";"Lac des Deux-Montagnes";"Perchaude";"";"Présence"
"2007-09";"F063";"Filet maillant";"46.14216";"-72.91788";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2003-09";"F212";"Filet maillant";"46.16435";"-73.00938";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2001-09";"F19";"Filet maillant";"45.64936";"-73.45072";"Montréal-Sorel";"Perchaude";"";"Présence"
"2012-09";"F112";"Filet maillant";"46.39056";"-72.42925";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2002-09";"F064";"Filet maillant";"46.14692";"-72.91483";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2007-09";"F004";"Filet maillant";"46.1512";"-72.96293";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2009-09";"F249";"Filet maillant";"45.24541";"-74.19469";"Lac Saint-François";"Perchaude";"";"Présence"
"2010-09";"F16";"Filet maillant";"45.64274";"-73.45166";"Montréal-Sorel";"Perchaude";"";"Présence"
"2001-09";"F164";"Filet maillant";"46.51246";"-72.23552";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2004-09";"F204";"Filet maillant";"45.20358";"-74.17204";"Lac Saint-François";"Perchaude";"";"Présence"
"2001-09";"F74";"Filet maillant";"45.85003";"-73.3017";"Montréal-Sorel";"Perchaude";"";"Présence"
"2013-09";"F29";"Filet maillant";"46.2258";"-72.83207";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-08";"F107";"Filet maillant";"46.22571";"-72.75301";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2013-10";"F63";"Filet maillant";"45.401646";"-73.81991";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2010-09";"F2";"Filet maillant";"45.56968";"-73.49072";"Montréal-Sorel";"Perchaude";"";"Présence"
"2010-09";"F345";"Filet maillant";"45.40319";"-73.98649";"Lac des Deux-Montagnes";"Perchaude";"";"Présence"
"1997-09";"F39";"Filet maillant";"45.40583";"-73.86861";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1997-09";"F12";"Filet maillant";"46.23861";"-72.81972";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1997-09";"F123";"Filet maillant";"45.41";"-73.88";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2001-09";"F53";"Filet maillant";"45.75717";"-73.41231";"Montréal-Sorel";"Perchaude";"";"Absence"
"2001-09";"F102";"Filet maillant";"46.36897";"-72.47845";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2005-09";"F71";"Filet maillant";"45.42978";"-73.78955";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1997-09";"F7";"Filet maillant";"45.34556";"-73.83306";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1997-09";"F12";"Filet maillant";"45.36056";"-73.795";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2005-09";"F8";"Filet maillant";"45.33007";"-73.84636";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2009-09";"F038";"Filet maillant";"46.24669";"-72.80295";"Lac Saint-Pierre";"Perchaude";"";"Présence"
